hg19_id	chr_tss_hg19	start_tss_hg19	biotype_hg19	cage_id_hg19	name_peak_hg19	minimal_biotype_hg19	stem_exp_hg19	mm9_id	chr_tss_mm9	start_tss_mm9	biotype_mm9	cage_id_mm9	name_peak_mm9	minimal_biotype_mm9	stem_exp_mm9	tss_tile_num	orig_species	biotype_switch_minimal	HUES64_hg19	mESC_hg19	HUES64_mm9	mESC_mm9	HUES64_padj_hg19	mESC_padj_hg19	HUES64_padj_mm9	mESC_padj_mm9	logFC_native	fdr_native	native_status	native_status_det	logFC_cis_HUES64	fdr_cis_HUES64	logFC_cis_mESC	fdr_cis_mESC	cis_HUES64_status	cis_mESC_status	cis_HUES64_status_det	cis_mESC_status_det	cis_status_one	cis_status_det_one	logFC_cis_one	logFC_trans_human	fdr_trans_human	logFC_trans_mouse	fdr_trans_mouse	trans_human_status	trans_mouse_status	trans_human_status_det	trans_mouse_status_det	trans_status_one	trans_status_det_one	logFC_trans_one	logFC_int	fdr_int	cis_trans_int_status	cis_trans_int_status_det
h.49	chr11	13984317.0	intergenic	chr11:13984314..13984321,+	ENSG00000152268.8	mRNA	0.0755556	m.33	chr7	120909677.0	protein_coding	chr7:120909633..120909713,+	ENSMUSG00000038156.16	mRNA	0.235	tile1	human	mRNA	1.1603421428759	1.85142151161315	2.19714651924479	1.27408235560542	0.537556553446341	0.0796759551256361	0.000687140832791402	0.6226165614224449	1.66493393517481	0.000782243217484445	no native effect	no native effect	1.9864625022252398	2.53167017693417e-05	0.919471485908553	0.05078767354957799	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	1.9864625022252398	0.538353770918225	0.32002229014983397	-0.38366840397714397	0.0683624310326995	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.538353770918225	-0.77654474993404	0.511933843880262	no cis/trans int. effect	no cis/trans int. effect
h.51	chr11	32457138.0	divergent	chr11:32457136..32457145,+	ENSG00000183242.7	lncRNA	0.0	m.34	chr2	104966693.0	divergent	chr2:104966683..104966700,-	ENSMUSG00000074987.9	lncRNA	0.08125	tile1	human	lncRNA	1.34697349074299	1.7459326419100702	2.29244310964841	1.5555137580772298	0.30846306978762	0.138437093734072	0.000239960972150877	0.30642571067510305	0.24203454379875	0.510725954204057	no native effect	no native effect	0.398377747289135	0.22799330820572	-0.0973036808125101	0.8025770998102729	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.398377747289135	0.39882798249409496	0.15851105426862197	-0.221680931905424	0.34128053156942895	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.39882798249409496	-0.476166245295503	0.6924424830427399	no cis/trans int. effect	no cis/trans int. effect
h.52	chr11	32457167.0	divergent	chr11:32457160..32457180,+	ENSG00000183242.7	lncRNA	0.0	m.34	chr2	104966693.0	divergent	chr2:104966683..104966700,-	ENSMUSG00000074987.9	lncRNA	0.08125	tile1	human	lncRNA	2.57632355443747	1.6639860150405499	2.29244310964841	1.5555137580772298	6.759895896323371e-06	0.201155604327592	0.000239960972150877	0.30642571067510305	0.0522285371060117	0.882512254541744	no native effect	no native effect	0.23835983886247	0.432657594588369	0.32356505673303304	0.350459049317797	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.32356505673303304	-0.27809803974853997	0.22836921130808802	-0.22073114780923103	0.280413250108289	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.27809803974853997	0.111222678116193	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.53	chr11	57405848.0	intergenic	chr11:57405820..57405858,+	ENSG00000254602.1	lncRNA	18.3467	m.35	chr2	84583912.0	protein_coding	chr2:84583906..84583921,-	ENSMUSG00000097187.1	mRNA	4.23375	tile1	human	biotype switch	11.926783971801	10.5663236253029	6.6455646471303895	4.908533019637201	2.202954171246089e-219	4.052980068244379e-133	6.672418411419168e-60	1.03891026566839e-22	-0.0182444255859452	0.9632902906443229	no native effect	no native effect	0.0656503797179343	0.864175091326802	-0.0657559283014695	0.864304298879695	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.0657559283014695	0.0336369153548667	0.8840950253299341	-0.170067062724281	0.536783633260398	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.170067062724281	-0.0820699283000128	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.56	chr11	65266742.0	intergenic	chr11:65266731..65266766,-	ENSG00000270117.1	lncRNA	1.63111	m.37	chr19	5802388.0	intergenic	chr19:5802349..5802404,+	ENSMUSG00000102349.1	lncRNA	1.2075	tile1	human	lncRNA	0.701076962556979	0.830782071755423	0.840164584461361	1.3810080136276999	0.838023911780132	0.8091507947063928	0.787281538549203	0.509630980373039	1.1580544277021598	2.77284750316514e-06	no native effect	no native effect	0.6003111844957549	0.0186993750452896	0.774346942593402	0.00165365250199803	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.774346942593402	0.335447692808686	0.232734854087596	0.6174032896530961	0.0172840770663442	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.6174032896530961	0.21715876374288398	0.9448060702383101	no cis/trans int. effect	no cis/trans int. effect
h.57	chr11	65266783.0	intergenic	chr11:65266774..65266800,-	ENSG00000270117.1	lncRNA	1.57444	m.37	chr19	5802388.0	intergenic	chr19:5802349..5802404,+	ENSMUSG00000102349.1	lncRNA	1.2075	tile1	human	lncRNA	0.6392198832506489	0.70534456350613	0.840164584461361	1.3810080136276999	0.864190062118787	0.858084462777539	0.787281538549203	0.509630980373039	0.8814551162698809	0.00953453097260575	no native effect	no native effect	0.273848051974504	0.45391341816295294	0.539487445936373	0.0777665805752985	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.539487445936373	0.263000518430216	0.344968712474188	0.6134638675978621	0.0358021564314741	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.6134638675978621	0.40039333007313294	0.815097714375554	no cis/trans int. effect	no cis/trans int. effect
h.58	chr11	65266813.0	intergenic	chr11:65266809..65266818,-	ENSG00000270117.1	lncRNA	0.26111100000000004	m.37	chr19	5802388.0	intergenic	chr19:5802349..5802404,+	ENSMUSG00000102349.1	lncRNA	1.2075	tile1	human	lncRNA	1.09601249727784	1.03178033229759	0.840164584461361	1.3810080136276999	0.6078239436992751	0.756274316720292	0.787281538549203	0.509630980373039	0.0291610622609163	0.9064841196790541	no native effect	no native effect	-0.59950463344484	0.007931154154884379	-0.0619529045144383	0.810299213556627	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.59950463344484	0.115257535166589	0.536178628727218	0.606742065445332	0.0217641683100353	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.606742065445332	0.455907819580339	0.5552436855982321	no cis/trans int. effect	no cis/trans int. effect
h.59	chr11	65266852.0	intergenic	chr11:65266823..65266862,-	ENSG00000270117.1	lncRNA	1.6711099999999999	m.37	chr19	5802388.0	intergenic	chr19:5802349..5802404,+	ENSMUSG00000102349.1	lncRNA	1.2075	tile1	human	lncRNA	1.0545948394418299	1.09358926289729	0.840164584461361	1.3810080136276999	0.650377698483974	0.733587161540581	0.787281538549203	0.509630980373039	0.153580669338748	0.53373172815539	no native effect	no native effect	-0.5068322600516589	0.0257470886612305	-0.0465610234743669	0.869442165617083	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.5068322600516589	0.194493880955833	0.33420495646081	0.630080429518649	0.0193549083241748	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.630080429518649	0.432842982699901	0.6212135646483029	no cis/trans int. effect	no cis/trans int. effect
h.60	chr11	82783147.0	divergent	chr11:82783097..82783155,+	ENSG00000246067.3	lncRNA	14.0844	m.38	chr7	99889943.0	divergent	chr7:99889927..99889954,-	ENSMUSG00000074024.5	lncRNA	8.17125	tile1	human	lncRNA	6.79834303530403	2.20672160532996	14.285683541730302	9.86222843744191	4.297754735611159e-63	0.00728486632507407	0.0	2.6512553271567493e-114	1.22204803829551	4.271755253175471e-05	no native effect	no native effect	1.43790409128348	1.3168788135103e-06	2.2332909279562	9.81292726363339e-12	significant cis effect	significant cis effect	"cis effect
(higher in mouse)"	"cis effect
(higher in mouse)"	significant cis effect	"cis effect
(higher in mouse)"	2.2332909279562	-0.986585081138023	1.8649191762870998e-05	-0.23288662661214396	0.29143304538922804	significant trans effect	no trans effect	"trans effect
(higher in human)"	no trans effect	significant trans effect	"trans effect
(higher in human)"	-0.986585081138023	0.804972895724455	0.153595494896516	no cis/trans int. effect	no cis/trans int. effect
h.61	chr11	82904704.0	divergent	chr11:82904668..82904715,-	ENSG00000247137.4	lncRNA	5.318890000000001	m.39	chr7	99785716.0	divergent	chr7:99785679..99785731,+	ENSMUSG00000103887.1	lncRNA	10.8238	tile1	human	lncRNA	7.37819245401547	17.1493392237291	16.462945170773	31.579160055100697	5.513413487309099e-76	0.0	0.0	0.0	2.2853635340725296	1.3691746858704901e-12	significant native effect	"native effect
(higher in mouse)"	1.5224533254501997	7.890029418419721e-07	1.31890865652379	8.5057234382638e-06	significant cis effect	significant cis effect	"cis effect
(higher in mouse)"	"cis effect
(higher in mouse)"	significant cis effect	"cis effect
(higher in mouse)"	1.5224533254501997	0.98732403989051	5.17900483571318e-05	0.759580530675264	0.000144061592471642	significant trans effect	significant trans effect	"trans effect
(higher in mouse)"	"trans effect
(higher in mouse)"	significant trans effect	"trans effect
(higher in mouse)"	0.98732403989051	-0.22328071774028	0.9404179071395992	no cis/trans int. effect	no cis/trans int. effect
h.62	chr11	125462380.0	divergent	chr11:125462344..125462395,-	ENSG00000254671.1	lncRNA	0.743333	m.40	chr9	36575605.0	divergent	chr9:36575597..36575616,+	ENSMUSG00000096993.3	lncRNA	0.2475	tile1	human	lncRNA	5.30649307332613	7.03730548887177	4.37279690696755	3.77033100735836	1.56562588718793e-35	2.6881357953373997e-53	2.26230447968053e-22	8.82007403877567e-12	-1.19895355878142	4.99759558838681e-06	no native effect	no native effect	-1.1326713835888702	1.00562883560887e-05	-1.57212536569009	4.81741170898327e-09	significant cis effect	significant cis effect	"cis effect
(higher in human)"	"cis effect
(higher in human)"	significant cis effect	"cis effect
(higher in human)"	-1.57212536569009	0.438972564042235	0.00547926758197303	-0.0181236099078439	0.952566171661639	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.438972564042235	-0.44073418793744706	0.549593204854098	no cis/trans int. effect	no cis/trans int. effect
h.67	chr12	24715347.0	intergenic	chr12:24715342..24715354,-	ENSG00000255864.1	lncRNA	0.0177778	m.43	chr6	144730460.0	protein_coding	chr6:144730427..144730508,-	ENSMUSG00000041540.16	mRNA	0.03125	tile1	human	biotype switch	1.7035223874615	1.30014177641151	1.78598984126501	0.6307999447402839	0.0487408193350759	0.596611123889813	0.0272148722858991	0.890308421434467	-2.05397256218131	3.6335989693746296e-08	significant native effect	"native effect
(higher in human)"	-1.5715187547573701	1.11855308698937e-08	-1.9927724576307402	5.512993039032471e-07	significant cis effect	significant cis effect	"cis effect
(higher in human)"	"cis effect
(higher in human)"	significant cis effect	"cis effect
(higher in human)"	-1.9927724576307402	-0.0850029574635836	0.685310616961492	-0.7404711921914781	0.0434241965595133	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.7404711921914781	-0.503244941823953	0.6486005930497889	no cis/trans int. effect	no cis/trans int. effect
h.68	chr12	54519846.0	intergenic	chr12:54519842..54519849,+	ENSG00000250742.1	lncRNA	0.132222	m.44	chr15	102932656.0	intergenic	chr15:102932646..102932659,+	ENSMUSG00000099758.1	lncRNA	0.01625	tile1	human	lncRNA	4.29276880846456	2.0057693451013003	2.32652846676935	1.4425265725126397	2.16516515771473e-21	0.031229997450483	0.00016135452416221399	0.435606157209155	-0.192651685183877	0.4109377992572629	no native effect	no native effect	0.16296998704291699	0.463487734664599	0.30702882845633195	0.278020002051364	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.30702882845633195	-0.521199228912777	0.00544227453339366	-0.35329661364209397	0.099651671481745	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.521199228912777	0.10130459459934199	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.69	chr12	54519940.0	intergenic	chr12:54519919..54519965,+	ENSG00000250742.1	lncRNA	0.145556	m.44	chr15	102932656.0	intergenic	chr15:102932646..102932659,+	ENSMUSG00000099758.1	lncRNA	0.01625	tile1	human	lncRNA	2.39078872613552	1.7379255609647	2.32652846676935	1.4425265725126397	7.497601401086508e-05	0.143788517335522	0.00016135452416221399	0.435606157209155	0.22336507980220802	0.540840867787774	no native effect	no native effect	0.5980731558912801	0.05884177740361401	0.370450093476895	0.27547099842288697	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.5980731558912801	-0.19353151588955	0.487729867124045	-0.33480018228810804	0.161760814537382	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.33480018228810804	-0.0265838983811685	0.9931225359339448	no cis/trans int. effect	no cis/trans int. effect
h.70	chr12	67463622.0	intergenic	chr12:67463617..67463639,-	ENSG00000256248.1	lncRNA	0.748889	m.45	chr10	118890629.0	protein_coding	chr10:118890594..118890664,+	ENSMUSG00000034813.17	mRNA	0.88625	tile1	human	biotype switch	3.21395045556404	1.68396923880157	2.5428628695613997	1.47776809844974	2.05514463878045e-10	0.184655159303867	1.06662073091181e-05	0.39424892848142207	0.10591682971667599	0.7311094636045329	no native effect	no native effect	0.368061370205174	0.22129271273970197	0.497698234178114	0.0986236456412251	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.497698234178114	-0.5429701219989771	0.0734583243886208	-0.398347505877412	0.0742639027678961	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.5429701219989771	0.178123528468574	0.9695217443247909	no cis/trans int. effect	no cis/trans int. effect
h.71	chr12	67463660.0	intergenic	chr12:67463640..67463668,-	ENSG00000256248.1	lncRNA	1.2922200000000001	m.45	chr10	118890629.0	protein_coding	chr10:118890594..118890664,+	ENSMUSG00000034813.17	mRNA	0.88625	tile1	human	biotype switch	2.7032825392969198	1.63803691680618	2.5428628695613997	1.47776809844974	1.1097628000303002e-06	0.22464874296225198	1.06662073091181e-05	0.39424892848142207	-0.148556345796134	0.6561945490385649	no native effect	no native effect	0.0371579037078144	0.928122803376995	0.299019824331582	0.36776871766971	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.299019824331582	-0.4042416189295421	0.15851105426862197	-0.34322394382939597	0.13106247875415403	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.4042416189295421	0.11660709632293699	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.72	chr12	76424567.0	antisense	chr12:76424486..76424575,+	ENSG00000257453.1	other	1.53111	m.46	chr10	110944380.0	antisense	chr10:110944372..110944394,-	ENSMUSG00000100113.1	other	0.41	tile1	human	other	1.3112503556910802	1.49882008396179	0.8527926058066619	0.621614256821707	0.35103414049084497	0.369585978445884	0.7815191794108941	0.89396614917141	-0.125885093228809	0.670945021818874	no native effect	no native effect	0.139969934190586	0.619444849621942	-0.34961594783734806	0.282612218433277	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.34961594783734806	0.259898964964163	0.39427506834197296	-0.165737365857053	0.570274317824194	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.259898964964163	-0.32868796481025603	0.87423283398536	no cis/trans int. effect	no cis/trans int. effect
h.73	chr12	76424603.0	antisense	chr12:76424595..76424611,+	ENSG00000257453.1	other	0.49222200000000005	m.46	chr10	110944380.0	antisense	chr10:110944372..110944394,-	ENSMUSG00000100113.1	other	0.41	tile1	human	other	1.01827717819168	1.4744359743024298	0.8527926058066619	0.621614256821707	0.683875600298993	0.398182456326404	0.7815191794108941	0.89396614917141	-0.200034628975318	0.6352689493746021	no native effect	no native effect	0.104964702694787	0.8240879905277378	-0.8078718747593321	0.0241444502231567	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.8078718747593321	0.493981582315771	0.22601763384583398	-0.17835035629108303	0.5268133243769241	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.493981582315771	-0.578387631280464	0.6872912844482041	no cis/trans int. effect	no cis/trans int. effect
h.74	chr12	76424636.0	antisense	chr12:76424631..76424648,+	ENSG00000257453.1	other	0.0722222	m.46	chr10	110944380.0	antisense	chr10:110944372..110944394,-	ENSMUSG00000100113.1	other	0.41	tile1	human	other	1.69772119925575	1.7028109816648602	0.8527926058066619	0.621614256821707	0.0506581928756867	0.169794273356401	0.7815191794108941	0.89396614917141	-0.196179763633454	0.660093803429705	no native effect	no native effect	-0.0578922717791154	0.9103617680616379	-0.692329128654151	0.110976364792092	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.692329128654151	0.23474407410835002	0.555142259495657	-0.15592742327800402	0.6760696051084749	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.23474407410835002	-0.340966565068243	0.918791605788053	no cis/trans int. effect	no cis/trans int. effect
