cage_id_hg19	cage_id_mm9	tss_name_hg19	tss_name_mm9	biotype_hg19	biotype_mm9	chr_hg19	tss_coord_hg19	strand_hg19	chr_mm9	tss_coord_mm9	strand_mm9	max_cage_hg19	max_cage_mm9	stem_cage_hg19	stem_cage_mm9
chr16:30709835..30709856,-	chr7:134655847..134655901,-	ENSG00000261840.1	ENSMUSG00000101225.1	lncRNA	other	chr16	30709842	-	chr7	134655861	-	1605.0	1494.0	0.0722222	0.83625
chr16:30710315..30710351,-	chr7:134656350..134656383,-	ENSG00000261840.1	ENSMUSG00000101225.1	lncRNA	other	chr16	30710322	-	chr7	134656369	-	1916.0	2077.0	3.0866700000000002	1.6675
chr16:30710370..30710387,-	chr7:134656350..134656383,-	ENSG00000261840.1	ENSMUSG00000101225.1	lncRNA	other	chr16	30710380	-	chr7	134656369	-	1084.0	2077.0	0.443333	1.6675
chr16:54962415..54962492,-	chr8:94879735..94879751,-	ENSG00000245694.4	ENSMUSG00000031736.11	lncRNA	lncRNA	chr16	54962475	-	chr8	94879744	-	468.0	2179.0	0.0	0.3225
chr16:54962945..54962967,-	chr8:94880002..94880018,-	ENSG00000245694.4	ENSMUSG00000031736.11	lncRNA	lncRNA	chr16	54962960	-	chr8	94880009	-	1383.0	2485.0	0.317778	0.2625
chr16:54963026..54963108,-	chr8:94880002..94880018,-	ENSG00000245694.4	ENSMUSG00000031736.11	lncRNA	lncRNA	chr16	54963083	-	chr8	94880009	-	3460.0	2485.0	4.36222	0.2625
chr16:72698834..72698913,-	chr8:111599108..111599124,+	ENSG00000261008.2	ENSMUSG00000097393.8	lncRNA	other	chr16	72698868	-	chr8	111599111	+	9336.0	298.0	7.75	2.24125
chr16:86542455..86542500,-	chr8:123606985..123607053,-	ENSG00000268388.1	ENSMUSG00000097336.8	other	lncRNA	chr16	86542491	-	chr8	123607001	-	5347.0	619.0	0.16555599999999998	0.0
chr16:87351092..87351137,+	chr8:124066009..124066035,+	ENSG00000270006.1	ENSMUSG00000098211.2	lncRNA	lncRNA	chr16	87351101	+	chr8	124066020	+	2844.0	448.0	2.1722200000000003	0.49
chr17:7819246..7819292,-	chr11:69154265..69154340,+	ENSG00000179859.7	ENSMUSG00000043419.11	other	mRNA	chr17	7819258	-	chr11	69154297	+	1430.0	6615.0	0.6888890000000001	1.80125
chr17:7819599..7819609,-	chr11:69153950..69153959,+	ENSG00000179859.7	ENSMUSG00000043419.11	other	mRNA	chr17	7819606	-	chr11	69153957	+	1217.0	1156.0	0.152222	0.065
chr17:13972742..13972814,-	chr11:63892980..63893029,+	ENSG00000236088.5	ENSMUSG00000087497.7	lncRNA	other	chr17	13972795	-	chr11	63892993	+	3111.0	5362.0	2.15556	6.01875
chr17:33895090..33895164,+	chr11:83105221..83105250,+	ENSG00000267321.1	ENSMUSG00000093483.1	lncRNA	other	chr17	33895118	+	chr11	83105243	+	5027.0	3003.0	12.1411	14.9813
chr17:33895166..33895177,+	chr11:83105221..83105250,+	ENSG00000267321.1	ENSMUSG00000093483.1	lncRNA	other	chr17	33895171	+	chr11	83105243	+	4549.0	3003.0	0.48222200000000004	14.9813
chr17:33895183..33895192,+	chr11:83105221..83105250,+	ENSG00000267321.1	ENSMUSG00000093483.1	lncRNA	other	chr17	33895187	+	chr11	83105243	+	2203.0	3003.0	0.29	14.9813
chr17:35293932..35293947,-	chr11:84339174..84339191,+	ENSG00000255509.2	ENSMUSG00000087211.7	lncRNA	other	chr17	35293935	-	chr11	84339185	+	706.0	2578.0	0.162222	0.01625
chr17:35293950..35293973,-	chr11:84339174..84339191,+	ENSG00000255509.2	ENSMUSG00000087211.7	lncRNA	other	chr17	35293965	-	chr11	84339185	+	706.0	2578.0	0.141111	0.01625
chr17:37081817..37081833,+	chr11:97702596..97702673,+	ENSG00000263874.1	ENSMUSG00000050538.8	other	mRNA	chr17	37081824	+	chr11	97702634	+	2118.0	2826.0	0.245556	4.86375
chr17:37081853..37081878,+	chr11:97702596..97702673,+	ENSG00000263874.1	ENSMUSG00000050538.8	other	mRNA	chr17	37081866	+	chr11	97702634	+	2118.0	2826.0	2.34	4.86375
chr17:40086852..40086934,+	chr11:100406997..100407050,+	ENSG00000204815.4	ENSMUSG00000006784.14	mRNA	mRNA	chr17	40086881	+	chr11	100407007	+	1709.0	699.0	2.21889	0.94625
chr17:40086935..40086951,+	chr11:100406997..100407050,+	ENSG00000204815.4	ENSMUSG00000006784.14	mRNA	mRNA	chr17	40086943	+	chr11	100407007	+	807.0	699.0	0.271111	0.94625
chr17:46724016..46724042,-	chr11:96112988..96113010,+	ENSG00000272763.1	ENSMUSG00000078706.4	lncRNA	lncRNA	chr17	46724024	-	chr11	96113000	+	571.0	462.0	0.0744444	0.0975
chr17:46724136..46724151,-	chr11:96112952..96112982,+	ENSG00000272763.1	ENSMUSG00000078706.4	lncRNA	lncRNA	chr17	46724143	-	chr11	96112967	+	389.0	462.0	0.0144444	0.16125
chr17:46724664..46724676,-	chr11:96112486..96112540,+	ENSG00000272763.1	ENSMUSG00000078706.4	lncRNA	lncRNA	chr17	46724669	-	chr11	96112533	+	585.0	5293.0	0.0	9.84125
chr17:46724682..46724718,-	chr11:96112486..96112540,+	ENSG00000272763.1	ENSMUSG00000078706.4	lncRNA	lncRNA	chr17	46724705	-	chr11	96112533	+	585.0	5293.0	0.0	9.84125
chr17:56409871..56409890,-	chr11:87569069..87569090,+	ENSG00000265206.2	ENSMUSG00000084796.1	other	lncRNA	chr17	56409880	-	chr11	87569078	+	60412.0	160622.0	0.637778	20.6288
chr17:65992544..65992589,-	chr11:106886918..106886944,+	ENSG00000266176.1	ENSMUSG00000078607.5	lncRNA	mRNA	chr17	65992566	-	chr11	106886924	+	282.0	1934.0	0.128889	0.07625
chr17:79008476..79008509,-	chr11:119803976..119803990,-	ENSG00000226137.3	ENSMUSG00000085207.1	lncRNA	lncRNA	chr17	79008485	-	chr11	119803981	-	505.0	2181.0	0.028888900000000002	0.22
chr17:79008513..79008544,-	chr11:119803976..119803990,-	ENSG00000226137.3	ENSMUSG00000085207.1	lncRNA	lncRNA	chr17	79008518	-	chr11	119803981	-	505.0	2181.0	0.19	0.22
chr17:79885691..79885741,+	chr11:120495033..120495075,+	ENSG00000265688.1	ENSMUSG00000097062.1	lncRNA	lncRNA	chr17	79885722	+	chr11	120495063	+	1357.0	2148.0	3.5211099999999997	3.80875
chr18:3594048..3594131,+	chr17:71104781..71104814,-	ENSG00000177337.3	ENSMUSG00000097282.1	lncRNA	lncRNA	chr18	3594109	+	chr17	71104806	-	7461.0	337.0	3.4677800000000003	2.715
chr18:3594135..3594164,+	chr17:71104781..71104814,-	ENSG00000177337.3	ENSMUSG00000097282.1	lncRNA	lncRNA	chr18	3594148	+	chr17	71104806	-	7461.0	337.0	1.50111	2.715
chr18:3594401..3594422,+	chr17:71104394..71104423,-	ENSG00000177337.3	ENSMUSG00000097282.1	lncRNA	lncRNA	chr18	3594415	+	chr17	71104417	-	4938.0	100.0	0.16	0.70625
chr18:3594428..3594466,+	chr17:71104394..71104423,-	ENSG00000177337.3	ENSMUSG00000097282.1	lncRNA	lncRNA	chr18	3594447	+	chr17	71104417	-	4938.0	100.0	1.04444	0.70625
chr19:2328636..2328641,+	chr10:80318034..80318067,+	ENSG00000005206.12	ENSMUSG00000035206.10	mRNA	mRNA	chr19	2328638	+	chr10	80318048	+	28808.0	5388.0	0.486667	2.38
chr19:2328663..2328707,+	chr10:80318034..80318067,+	ENSG00000005206.12	ENSMUSG00000035206.10	mRNA	mRNA	chr19	2328682	+	chr10	80318048	+	28808.0	5388.0	23.2244	2.38
chr19:5567957..5567981,-	chr17:56693805..56693849,-	ENSG00000223573.2	ENSMUSG00000110218.1	other	mRNA	chr19	5567963	-	chr17	56693825	-	2765.0	1487.0	0.226667	0.62375
chr19:5567996..5568012,-	chr17:56693805..56693849,-	ENSG00000223573.2	ENSMUSG00000110218.1	other	mRNA	chr19	5568006	-	chr17	56693825	-	2765.0	1487.0	0.08333330000000001	0.62375
chr19:6393775..6393783,+	chr17:57151182..57151217,+	ENSG00000214347.5	ENSMUSG00000109739.1	mRNA	mRNA	chr19	6393779	+	chr17	57151183	+	95.0	60.0	0.121111	0.0
chr19:8455511..8455537,-	chr17:33896918..33896968,+	ENSG00000269386.1	ENSMUSG00000090952.2	lncRNA	lncRNA	chr19	8455528	-	chr17	33896959	+	2206.0	3365.0	1.68333	3.6125
chr19:8455540..8455572,-	chr17:33896918..33896968,+	ENSG00000269386.1	ENSMUSG00000090952.2	lncRNA	lncRNA	chr19	8455546	-	chr17	33896959	+	2206.0	3365.0	2.79667	3.6125
chr19:8455574..8455593,-	chr17:33896918..33896968,+	ENSG00000269386.1	ENSMUSG00000090952.2	lncRNA	lncRNA	chr19	8455587	-	chr17	33896959	+	2206.0	3365.0	1.18444	3.6125
chr19:36036444..36036473,-	chr7:31514582..31514662,+	ENSG00000236144.2	ENSMUSG00000097320.8	other	lncRNA	chr19	36036458	-	chr7	31514647	+	997.0	5277.0	0.335556	6.90375
chr19:36288768..36288814,-	chr7:31300164..31300175,+	ENSG00000225872.2	ENSMUSG00000062132.9	lncRNA	mRNA	chr19	36288803	-	chr7	31300168	+	361.0	41.0	0.158889	0.015
chr19:39811478..39811524,-	chr7:29236962..29237008,+	ENSG00000268262.1	ENSMUSG00000030600.15	other	mRNA	chr19	39811501	-	chr7	29236986	+	1834.0	1736.0	2.82444	4.06
chr19:39811570..39811591,-	chr7:29236962..29237008,+	ENSG00000268262.1	ENSMUSG00000030600.15	other	mRNA	chr19	39811575	-	chr7	29236986	+	228.0	1736.0	0.263333	4.06
chr19:45033666..45033705,-	chr7:20550714..20550769,+	ENSG00000176395.8	ENSMUSG00000070777.5	mRNA	mRNA	chr19	45033697	-	chr7	20550731	+	232.0	4926.0	0.0	0.0475
chr19:45033710..45033721,-	chr7:20550714..20550769,+	ENSG00000176395.8	ENSMUSG00000070777.5	mRNA	mRNA	chr19	45033716	-	chr7	20550731	+	232.0	4926.0	0.0	0.0475
chr19:45748644..45748687,-	chr7:20048616..20048641,+	ENSG00000267045.1	ENSMUSG00000011263.16	lncRNA	mRNA	chr19	45748664	-	chr7	20048635	+	1902.0	1201.0	0.136667	1.005
chr19:48972777..48972791,-	chr7:53069395..53069406,+	ENSG00000268530.1	ENSMUSG00000110197.1	other	other	chr19	48972781	-	chr7	53069400	+	51.0	260.0	0.0466667	0.03
chr19:48972803..48972812,-	chr7:53069358..53069370,+	ENSG00000268530.1	ENSMUSG00000110197.1	other	other	chr19	48972809	-	chr7	53069365	+	51.0	260.0	0.0	0.25
chr19:51289396..51289422,-	chr7:51516794..51516872,+	ENSG00000261341.1	ENSMUSG00000087376.3	other	mRNA	chr19	51289416	-	chr7	51516821	+	160.0	350.0	0.0	0.03375
chr19:51289436..51289445,-	chr7:51516794..51516872,+	ENSG00000261341.1	ENSMUSG00000087376.3	other	mRNA	chr19	51289440	-	chr7	51516821	+	160.0	350.0	0.0	0.03375
chr2:31805954..31805962,-	chr17:74397190..74397207,-	ENSG00000049319.2	ENSMUSG00000038541.7	mRNA	mRNA	chr2	31805958	-	chr17	74397199	-	353.0	10220.0	0.0466667	0.01625
chr2:45166478..45166502,-	chr17:86017835..86017844,-	ENSG00000259439.1	ENSMUSG00000093460.9	other	other	chr2	45166482	-	chr17	86017839	-	99.0	243.0	0.08555560000000001	0.0
chr2:45166504..45166533,-	chr17:86017835..86017844,-	ENSG00000259439.1	ENSMUSG00000093460.9	other	other	chr2	45166517	-	chr17	86017839	-	99.0	243.0	0.128889	0.0
chr2:55845029..55845079,+	chr11:29072727..29072756,-	ENSG00000272606.1	ENSMUSG00000086725.1	lncRNA	other	chr2	55845067	+	chr11	29072736	-	4893.0	1181.0	4.64556	0.85875
chr2:58655461..58655492,+	chr11:26110553..26110585,-	ENSG00000233723.3	ENSMUSG00000032985.15	lncRNA	mRNA	chr2	58655472	+	chr11	26110558	-	408.0	1061.0	0.89	0.72375
chr2:58655493..58655515,+	chr11:26110553..26110585,-	ENSG00000233723.3	ENSMUSG00000032985.15	lncRNA	mRNA	chr2	58655507	+	chr11	26110558	-	408.0	1061.0	0.566667	0.72375
chr2:70315315..70315369,-	chr6:86475416..86475442,+	ENSG00000179818.9	ENSMUSG00000097048.7	lncRNA	lncRNA	chr2	70315339	-	chr6	86475433	+	1660.0	518.0	1.3222200000000002	0.23375
chr2:70315493..70315536,-	chr6:86475212..86475291,+	ENSG00000179818.9	ENSMUSG00000097048.7	lncRNA	lncRNA	chr2	70315507	-	chr6	86475275	+	935.0	519.0	2.1833299999999998	2.83125
chr2:88752207..88752218,-	chr6:70906450..70906454,+	ENSG00000214336.3	ENSMUSG00000055874.6	mRNA	mRNA	chr2	88752210	-	chr6	70906452	+	2880.0	4931.0	13.6856	8.97875
chr2:88752231..88752245,-	chr6:70906450..70906454,+	ENSG00000214336.3	ENSMUSG00000055874.6	mRNA	mRNA	chr2	88752237	-	chr6	70906452	+	2880.0	4931.0	5.81	8.97875
chr2:105469636..105469702,-	chr1:42751658..42751722,-	ENSG00000233639.1	ENSMUSG00000060424.14	lncRNA	other	chr2	105469646	-	chr1	42751669	-	398.0	1050.0	0.0422222	0.0
chr2:105760350..105760381,+	chr1:43009829..43009873,+	ENSG00000226508.1	ENSMUSG00000041907.9	lncRNA	mRNA	chr2	105760375	+	chr1	43009835	+	419.0	299.0	1.39667	0.09375
chr2:105760516..105760546,+	chr1:43009951..43010009,+	ENSG00000226508.1	ENSMUSG00000041907.9	lncRNA	mRNA	chr2	105760527	+	chr1	43009978	+	978.0	448.0	2.32111	0.07625
chr2:105760549..105760557,+	chr1:43009951..43010009,+	ENSG00000226508.1	ENSMUSG00000041907.9	lncRNA	mRNA	chr2	105760554	+	chr1	43009978	+	978.0	448.0	0.116667	0.07625
chr2:105953912..105953969,-	chr1:43155470..43155531,-	ENSG00000272994.1	ENSMUSG00000070939.9	lncRNA	mRNA	chr2	105953949	-	chr1	43155491	-	2826.0	3950.0	2.33222	2.8925
chr2:113403858..113403878,-	chr2:129024941..129025003,-	ENSG00000237753.1	ENSMUSG00000103009.1	lncRNA	lncRNA	chr2	113403864	-	chr2	129024977	-	327.0	1615.0	0.0	1.635
chr2:113403882..113403898,-	chr2:129024941..129025003,-	ENSG00000237753.1	ENSMUSG00000103009.1	lncRNA	lncRNA	chr2	113403893	-	chr2	129024977	-	273.0	1615.0	0.0	1.635
chr2:160568918..160568979,-	chr2:60047884..60047928,-	ENSG00000226266.2	ENSMUSG00000026987.16	lncRNA	mRNA	chr2	160568944	-	chr2	60047910	-	1445.0	1682.0	0.9844440000000001	0.9725
chr2:168149489..168149561,+	chr2:67403737..67403830,+	ENSG00000228222.1	ENSMUSG00000034780.6	lncRNA	mRNA	chr2	168149510	+	chr2	67403761	+	2708.0	2022.0	26.9178	1.27125
chr2:168149569..168149584,+	chr2:67403737..67403830,+	ENSG00000228222.1	ENSMUSG00000034780.6	lncRNA	mRNA	chr2	168149575	+	chr2	67403761	+	2357.0	2022.0	5.2	1.27125
chr2:171626883..171626903,+	chr2:70346870..70346881,+	ENSG00000239467.1	ENSMUSG00000075302.10	lncRNA	mRNA	chr2	171626892	+	chr2	70346875	+	159.0	467.0	0.17666700000000002	0.0
chr2:171627269..171627285,-	chr2:70347324..70347350,-	ENSG00000234350.1	ENSMUSG00000086515.1	lncRNA	lncRNA	chr2	171627277	-	chr2	70347335	-	415.0	619.0	0.374444	0.27125
chr2:171627381..171627401,+	chr2:70347401..70347439,+	ENSG00000239467.1	ENSMUSG00000075302.10	lncRNA	mRNA	chr2	171627395	+	chr2	70347433	+	1689.0	602.0	0.463333	0.20375
chr2:171627404..171627456,+	chr2:70347401..70347439,+	ENSG00000239467.1	ENSMUSG00000075302.10	lncRNA	mRNA	chr2	171627419	+	chr2	70347433	+	1689.0	602.0	5.1955599999999995	0.20375
chr2:171627515..171627592,+	chr2:70347401..70347439,+	ENSG00000239467.1	ENSMUSG00000075302.10	lncRNA	mRNA	chr2	171627553	+	chr2	70347433	+	3866.0	602.0	9.07444	0.20375
chr2:171627597..171627621,+	chr2:70347401..70347439,+	ENSG00000239467.1	ENSMUSG00000075302.10	lncRNA	mRNA	chr2	171627605	+	chr2	70347433	+	1680.0	602.0	0.183333	0.20375
chr2:178129611..178129638,+	chr2:75542908..75542937,+	ENSG00000222043.2	ENSMUSG00000087222.1	lncRNA	lncRNA	chr2	178129622	+	chr2	75542931	+	717.0	508.0	0.0311111	1.50375
chr2:200322393..200322443,+	chr1:57028295..57028349,+	ENSG00000225953.2	ENSMUSG00000087022.4	lncRNA	lncRNA	chr2	200322413	+	chr1	57028321	+	203.0	539.0	0.0144444	0.04375
chr2:200323148..200323168,+	chr1:57029024..57029050,+	ENSG00000225953.2	ENSMUSG00000087022.4	lncRNA	lncRNA	chr2	200323164	+	chr1	57029040	+	384.0	134.0	0.057777800000000004	0.0
chr2:200775854..200775874,-	chr1:57434320..57434383,-	ENSG00000232732.5	ENSMUSG00000097519.2	lncRNA	lncRNA	chr2	200775868	-	chr1	57434363	-	157.0	323.0	0.738889	3.765
chr2:237076069..237076110,+	chr1:91826786..91826824,+	ENSG00000233611.3	ENSMUSG00000092627.2	lncRNA	other	chr2	237076089	+	chr1	91826800	+	1234.0	379.0	2.29667	6.49375
chr20:18548055..18548112,+	chr2:144419792..144419819,+	ENSG00000232388.2	ENSMUSG00000074754.4	other	mRNA	chr20	18548077	+	chr2	144419811	+	63705.0	16846.0	85.5878	20.98
chr20:19738686..19738725,+	chr2:145501206..145501229,+	ENSG00000233895.1	ENSMUSG00000087594.1	other	other	chr20	19738708	+	chr2	145501214	+	1562.0	14521.0	0.0177778	0.71375
chr20:19738853..19738884,+	chr2:145501242..145501263,+	ENSG00000233895.1	ENSMUSG00000087594.1	other	other	chr20	19738870	+	chr2	145501256	+	4434.0	14521.0	0.0588889	1.89125
chr20:19738889..19738915,+	chr2:145501242..145501263,+	ENSG00000233895.1	ENSMUSG00000087594.1	other	other	chr20	19738901	+	chr2	145501256	+	4434.0	14521.0	0.182222	1.89125
chr20:21106640..21106651,+	chr2:146681597..146681662,+	ENSG00000088970.11	ENSMUSG00000074749.10	lncRNA	mRNA	chr20	21106645	+	chr2	146681618	+	12552.0	13869.0	0.511111	8.08625
chr20:21106652..21106676,+	chr2:146681597..146681662,+	ENSG00000088970.11	ENSMUSG00000074749.10	lncRNA	mRNA	chr20	21106662	+	chr2	146681618	+	12552.0	13869.0	1.9377799999999998	8.08625
chr20:21106678..21106706,+	chr2:146681597..146681662,+	ENSG00000088970.11	ENSMUSG00000074749.10	lncRNA	mRNA	chr20	21106690	+	chr2	146681618	+	27863.0	13869.0	11.9922	8.08625
chr20:21106715..21106735,+	chr2:146681597..146681662,+	ENSG00000088970.11	ENSMUSG00000074749.10	lncRNA	mRNA	chr20	21106722	+	chr2	146681618	+	27863.0	13869.0	16.8922	8.08625
chr20:22559211..22559227,-	chr2:147865932..147865947,-	ENSG00000259974.2	ENSMUSG00000086141.7	other	lncRNA	chr20	22559217	-	chr2	147865938	-	19140.0	5736.0	6.968889999999999	0.05875
chr20:35201784..35201813,-	chr2:156665526..156665594,-	ENSG00000232907.3	ENSMUSG00000087179.8	other	lncRNA	chr20	35201790	-	chr2	156665538	-	550.0	3339.0	0.4	10.965
chr20:35233898..35233903,-	chr2:156688653..156688700,-	ENSG00000259716.1	ENSMUSG00000085741.8	other	lncRNA	chr20	35233899	-	chr2	156688667	-	1144.0	2432.0	0.25111100000000003	1.14125
chr20:37063946..37064029,-	chr2:158187241..158187290,-	ENSG00000196756.7	ENSMUSG00000085385.7	lncRNA	other	chr20	37063970	-	chr2	158187257	-	36989.0	10072.0	47.6922	29.7488
chr20:37075307..37075357,+	chr2:158201439..158201457,+	ENSG00000174365.15	ENSMUSG00000044349.15	lncRNA	mRNA	chr20	37075314	+	chr2	158201448	+	13055.0	123303.0	9.48333	16.7925
chr20:37075369..37075383,+	chr2:158201439..158201457,+	ENSG00000174365.15	ENSMUSG00000044349.15	lncRNA	mRNA	chr20	37075372	+	chr2	158201448	+	7802.0	123303.0	0.393333	16.7925
chr20:42839657..42839676,+	chr2:163245503..163245566,+	ENSG00000223891.1	ENSMUSG00000099632.1	lncRNA	lncRNA	chr20	42839670	+	chr2	163245557	+	2058.0	2953.0	0.428889	5.7925
chr20:42839727..42839752,+	chr2:163245503..163245566,+	ENSG00000223891.1	ENSMUSG00000099632.1	lncRNA	lncRNA	chr20	42839741	+	chr2	163245557	+	6884.0	2953.0	2.7888900000000003	5.7925
chr20:43024295..43024308,-	chr2:163367451..163367464,-	ENSG00000229005.2	ENSMUSG00000046840.16	lncRNA	lncRNA	chr20	43024301	-	chr2	163367456	-	7392.0	5336.0	0.028888900000000002	0.0
chr20:57425916..57425979,-	chr2:174120902..174120943,-	ENSG00000235590.3	ENSMUSG00000086537.7	other	other	chr20	57425932	-	chr2	174120927	-	699.0	4303.0	8.59333	13.9763
chr20:61148724..61148745,-	chr2:180121458..180121468,-	ENSG00000174403.11	ENSMUSG00000084843.1	lncRNA	lncRNA	chr20	61148732	-	chr2	180121466	-	1010.0	122.0	0.31	0.0
chr21:26934434..26934452,+	chr16:84703569..84703586,+	ENSG00000234883.2	ENSMUSG00000097418.7	other	other	chr21	26934442	+	chr16	84703577	+	71936.0	20697.0	0.10666700000000001	0.04875
chr21:34100407..34100438,+	chr16:91011485..91011512,+	ENSG00000238197.1	ENSMUSG00000087354.1	other	lncRNA	chr21	34100425	+	chr16	91011493	+	2435.0	754.0	0.0666667	0.075
chr21:34100469..34100483,+	chr16:91011485..91011512,+	ENSG00000238197.1	ENSMUSG00000087354.1	other	lncRNA	chr21	34100474	+	chr16	91011493	+	2435.0	754.0	0.343333	0.075
chr22:42665742..42665794,+	chr15:82729469..82729488,+	ENSG00000182057.4	ENSMUSG00000100199.1	lncRNA	lncRNA	chr22	42665777	+	chr15	82729478	+	1006.0	1150.0	2.5666700000000002	0.57
chr22:42765248..42765282,-	chr15:82818263..82818296,-	ENSG00000229891.1	ENSMUSG00000100552.1	lncRNA	lncRNA	chr22	42765254	-	chr15	82818286	-	1326.0	669.0	5.2611099999999995	0.57625
chr3:12045798..12045809,+	chr6:115084917..115085000,+	ENSG00000157152.12	ENSMUSG00000009394.13	mRNA	mRNA	chr3	12045803	+	chr6	115084974	+	6034.0	6006.0	0.0677778	0.095
chr3:12045814..12045834,+	chr6:115084917..115085000,+	ENSG00000157152.12	ENSMUSG00000009394.13	mRNA	mRNA	chr3	12045821	+	chr6	115084974	+	17959.0	6006.0	1.51111	0.095
chr3:12045853..12045869,+	chr6:115084917..115085000,+	ENSG00000157152.12	ENSMUSG00000009394.13	mRNA	mRNA	chr3	12045861	+	chr6	115084974	+	17959.0	6006.0	2.27	0.095
chr3:18486459..18486481,+	chr17:51972140..51972150,+	ENSG00000228956.4	ENSMUSG00000103753.1	other	lncRNA	chr3	18486464	+	chr17	51972143	+	4097.0	1277.0	0.45888900000000005	0.03375
chr3:18486486..18486500,+	chr17:51972140..51972150,+	ENSG00000228956.4	ENSMUSG00000103753.1	other	lncRNA	chr3	18486493	+	chr17	51972143	+	4097.0	1277.0	0.41555600000000004	0.03375
chr3:18486735..18486760,+	chr17:51972345..51972362,+	ENSG00000228956.4	ENSMUSG00000103753.1	other	lncRNA	chr3	18486752	+	chr17	51972353	+	432.0	462.0	0.336667	0.06
chr3:18486762..18486799,+	chr17:51972345..51972362,+	ENSG00000228956.4	ENSMUSG00000103753.1	other	lncRNA	chr3	18486767	+	chr17	51972353	+	432.0	462.0	0.49444399999999994	0.06
chr3:52332904..52332924,-	chr9:106051023..106051043,+	ENSG00000242797.2	ENSMUSG00000086296.2	lncRNA	other	chr3	52332919	-	chr9	106051028	+	311.0	464.0	0.14444400000000002	0.0
chr3:64547153..64547164,+	chr6:92766427..92766449,+	ENSG00000241158.2	ENSMUSG00000048636.7	other	mRNA	chr3	64547158	+	chr6	92766436	+	150.0	195.0	0.0	2.5325
chr3:64547176..64547190,+	chr6:92766427..92766449,+	ENSG00000241158.2	ENSMUSG00000048636.7	other	mRNA	chr3	64547182	+	chr6	92766436	+	150.0	195.0	0.0	2.5325
chr3:64547300..64547309,+	chr6:92766427..92766449,+	ENSG00000241158.2	ENSMUSG00000048636.7	other	mRNA	chr3	64547303	+	chr6	92766436	+	48.0	195.0	0.0	2.5325
chr3:64670757..64670798,+	chr6:92890566..92890586,+	ENSG00000241684.1	ENSMUSG00000097462.7	lncRNA	lncRNA	chr3	64670783	+	chr6	92890575	+	2868.0	2294.0	0.423333	0.515
chr3:101395280..101395330,+	chr16:55974654..55974720,-	ENSG00000256628.2	ENSMUSG00000102101.1	other	other	chr3	101395293	+	chr16	55974673	-	2344.0	3653.0	4.5633300000000006	2.1225
chr3:106959508..106959513,+	chr16:50732820..50732888,-	ENSG00000243701.1	ENSMUSG00000022639.14	lncRNA	lncRNA	chr3	106959510	+	chr16	50732849	-	7669.0	10499.0	0.121111	3.0325
chr3:106959530..106959548,+	chr16:50732820..50732888,-	ENSG00000243701.1	ENSMUSG00000022639.14	lncRNA	lncRNA	chr3	106959538	+	chr16	50732849	-	7669.0	10499.0	1.13667	3.0325
chr3:106959552..106959576,+	chr16:50732820..50732888,-	ENSG00000243701.1	ENSMUSG00000022639.14	lncRNA	lncRNA	chr3	106959564	+	chr16	50732849	-	7669.0	10499.0	0.687778	3.0325
chr3:106959578..106959602,+	chr16:50732820..50732888,-	ENSG00000243701.1	ENSMUSG00000022639.14	lncRNA	lncRNA	chr3	106959585	+	chr16	50732849	-	7669.0	10499.0	0.08666669999999999	3.0325
chr3:139108590..139108601,+	chr9:98463999..98464039,-	ENSG00000248932.1	ENSMUSG00000051074.4	lncRNA	lncRNA	chr3	139108595	+	chr9	98464016	-	265.0	1307.0	0.0	0.98125
chr3:139108618..139108629,+	chr9:98463999..98464039,-	ENSG00000248932.1	ENSMUSG00000051074.4	lncRNA	lncRNA	chr3	139108623	+	chr9	98464016	-	2757.0	1307.0	0.0744444	0.98125
chr3:139108640..139108715,+	chr9:98463999..98464039,-	ENSG00000248932.1	ENSMUSG00000051074.4	lncRNA	lncRNA	chr3	139108686	+	chr9	98464016	-	2757.0	1307.0	4.302219999999999	0.98125
chr3:147657737..147657747,+	chr9:90723685..90723699,-	ENSG00000239922.1	ENSMUSG00000099512.1	lncRNA	lncRNA	chr3	147657741	+	chr9	90723693	-	1591.0	114.0	0.0733333	0.0
