hg19_id	mm9_id	cage_id_hg19	cage_id_mm9	name_peak_hg19	name_peak_mm9	biotype_hg19	biotype_mm9	minimal_biotype_hg19	minimal_biotype_mm9	chr_tss_hg19	start_tss_hg19	end_tss_hg19	strand_tss_hg19	chr_tss_mm9	start_tss_mm9	end_tss_mm9	strand_tss_mm9	avg_exp_hg19	avg_exp_mm9	stem_exp_hg19	stem_exp_mm9	max_cage_hg19	max_cage_mm9	orig_species	har	tss_tile_num_max_hg19	tss_tile_num_max_mm9	n_tiles_hg19	n_tiles_mm9	tile_match
h.82	m.51	chr12:113909837..113909849,+	chr5:120881766..120881780,-	ENSG00000257935.2	ENSMUSG00000098649.2	divergent	divergent	lncRNA	other	chr12	113909843	113909844	+	chr5	120881770	120881771	-	0.28	0.2	0.5544439999999999	0.0	5896.0	341.0	human	False	tile2	tile1	2.0	6.0	tile1:tile2
h.83	m.51	chr12:113909855..113909864,+	chr5:120881766..120881780,-	ENSG00000257935.2	ENSMUSG00000098649.2	divergent	divergent	lncRNA	other	chr12	113909859	113909860	+	chr5	120881770	120881771	-	0.19	0.2	0.2	0.0	5896.0	341.0	human	False	tile2	tile1	2.0	6.0	tile1:tile2
h.84	m.52	chr12:120933666..120933755,-	chr5:115751120..115751183,+	ENSG00000248008.2	ENSMUSG00000086368.2	antisense	divergent	lncRNA	lncRNA	chr12	120933711	120933712	-	chr5	115751126	115751127	+	7.22	1.2	4.79889	0.405	3588.0	729.0	human	False	tile1	tile1	1.0	1.0	tile1:tile1
h.85	m.53	chr12:122018401..122018435,+	chr5:123439357..123439375,+	ENSG00000256742.1	ENSMUSG00000056735.5	divergent	divergent	lncRNA	lncRNA	chr12	122018423	122018424	+	chr5	123439362	123439363	+	0.48	0.23	0.52	0.0625	614.0	405.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.86	m.54	chr12:122018746..122018755,+	chr5:123439584..123439621,+	ENSG00000256742.1	ENSMUSG00000056735.5	divergent	divergent	lncRNA	lncRNA	chr12	122018754	122018755	+	chr5	123439604	123439605	+	0.02	0.13	0.25111100000000003	1.43	56.0	135.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.87	m.55	chr12:130646884..130646902,-	chr5:129106517..129106548,-	ENSG00000250208.2	ENSMUSG00000072591.10	divergent	divergent	other	lncRNA	chr12	130646891	130646892	-	chr5	129106537	129106538	-	0.26	0.56	0.0144444	0.56125	611.0	1728.0	human	False	tile1	tile2	1.0	2.0	tile1:tile2
h.88	m.55	chr12:130646903..130646935,-	chr5:129106517..129106548,-	ENSG00000250208.2	ENSMUSG00000072591.10	divergent	divergent	other	lncRNA	chr12	130646909	130646910	-	chr5	129106537	129106538	-	0.3	0.56	0.10222200000000001	0.56125	611.0	1728.0	human	False	tile1	tile2	1.0	2.0	tile1:tile2
h.89	m.56	chr13:45915717..45915752,+	chr14:76244759..76244805,-	ENSG00000170919.11	ENSMUSG00000085829.1	divergent	divergent	lncRNA	lncRNA	chr13	45915726	45915727	+	chr14	76244784	76244785	-	4.38	2.82	3.32778	0.78875	5379.0	2049.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.90	m.57	chr13:76210057..76210116,-	chr14:102128907..102128952,-	ENSG00000261105.1	ENSMUSG00000053821.3	antisense	protein_coding	lncRNA	mRNA	chr13	76210078	76210079	-	chr14	102128944	102128945	-	0.99	0.16	0.0811111	0.3375	525.0	225.0	human	False	tile2	tile2	2.0	4.0	tile2:tile2
h.91	m.57	chr13:76210135..76210148,-	chr14:102128907..102128952,-	ENSG00000261105.1	ENSMUSG00000053821.3	antisense	protein_coding	lncRNA	mRNA	chr13	76210140	76210141	-	chr14	102128944	102128945	-	0.2	0.16	0.0	0.3375	359.0	225.0	human	False		tile2		4.0	
h.92	m.58	chr13:113623384..113623391,-	chr8:12915733..12915778,-	ENSG00000235280.2	ENSMUSG00000086770.1	antisense	antisense	lncRNA	lncRNA	chr13	113623387	113623388	-	chr8	12915760	12915761	-	0.02	0.84	0.0455556	3.83125	433.0	654.0	human	False		tile1		4.0	
h.93	m.58	chr13:113623404..113623476,-	chr8:12915733..12915778,-	ENSG00000235280.2	ENSMUSG00000086770.1	antisense	antisense	lncRNA	lncRNA	chr13	113623450	113623451	-	chr8	12915760	12915761	-	0.86	0.84	0.765556	3.83125	709.0	654.0	human	False		tile1		4.0	
h.94	m.59	chr14:35451702..35451746,-	chr12:56181085..56181108,-	ENSG00000258704.1	ENSMUSG00000062198.4	divergent	protein_coding	other	mRNA	chr14	35451722	35451723	-	chr12	56181101	56181102	-	3.25	5.19	2.8544400000000003	24.1088	4746.0	6913.0	human	False	tile1	tile1	2.0	4.0	tile1:tile1
h.95	m.59	chr14:35451751..35451774,-	chr12:56181085..56181108,-	ENSG00000258704.1	ENSMUSG00000062198.4	divergent	protein_coding	other	mRNA	chr14	35451761	35451762	-	chr12	56181101	56181102	-	1.12	5.19	0.526667	24.1088	4746.0	6913.0	human	False	tile1	tile1	2.0	4.0	tile1:tile1
h.96	m.60	chr14:57279899..57279907,+	chr14:49289793..49289805,+	ENSG00000248550.3	ENSMUSG00000098682.7	intergenic	intergenic	other	lncRNA	chr14	57279903	57279904	+	chr14	49289798	49289799	+	0.05	0.09	0.028888900000000002	0.0	1782.0	376.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.97	m.61	chr14:60981789..60981803,+	chr12:74046665..74046675,+	ENSG00000258670.1	ENSMUSG00000097010.1	divergent	intergenic	lncRNA	lncRNA	chr14	60981795	60981796	+	chr12	74046670	74046671	+	0.09	0.02	0.346667	0.08125	308.0	198.0	human	False	tile1	tile1	2.0	1.0	tile1:tile1
h.98	m.62	chr14:62217749..62217763,-	chr12:75050766..75050815,-	ENSG00000258667.1	ENSMUSG00000087700.1	intergenic	intergenic	lncRNA	other	chr14	62217757	62217758	-	chr12	75050774	75050775	-	0.51	0.94	0.043333300000000005	4.22	2877.0	537.0	human	False		tile1		2.0	
h.99	m.62	chr14:62217779..62217824,-	chr12:75050766..75050815,-	ENSG00000258667.1	ENSMUSG00000087700.1	intergenic	intergenic	lncRNA	other	chr14	62217815	62217816	-	chr12	75050774	75050775	-	4.58	0.94	0.238889	4.22	4771.0	537.0	human	False	tile1	tile1	1.0	2.0	tile1:tile1
h.100	m.63	chr14:62279392..62279482,+	chr12:75098736..75098804,+	ENSG00000258882.1	ENSMUSG00000044912.9	intergenic	protein_coding	lncRNA	mRNA	chr14	62279420	62279421	+	chr12	75098763	75098764	+	0.94	2.41	0.302222	0.015	1080.0	1805.0	human	False		tile2		1.0	
h.101	m.64	chr14:96342722..96342734,+	chr12:106575018..106575047,+	ENSG00000250366.2	ENSMUSG00000097929.8	intergenic	protein_coding	other	mRNA	chr14	96342728	96342729	+	chr12	106575040	106575041	+	0.08	0.29	0.543333	0.50375	297.0	372.0	human	False		tile1		4.0	
h.102	m.64	chr14:96342736..96342747,+	chr12:106575018..106575047,+	ENSG00000250366.2	ENSMUSG00000097929.8	intergenic	protein_coding	other	mRNA	chr14	96342741	96342742	+	chr12	106575040	106575041	+	0.07	0.29	0.687778	0.50375	712.0	372.0	human	False	tile1	tile1	1.0	4.0	tile1:tile1
h.103	m.65	chr14:96342779..96342790,+	chr12:106575132..106575180,+	ENSG00000250366.2	ENSMUSG00000097929.8	intergenic	protein_coding	other	mRNA	chr14	96342784	96342785	+	chr12	106575150	106575151	+	0.17	0.36	2.00778	0.7775	712.0	353.0	human	False		tile1		4.0	
h.104	m.65	chr14:96342861..96342881,+	chr12:106575132..106575180,+	ENSG00000250366.2	ENSMUSG00000097929.8	intergenic	protein_coding	other	mRNA	chr14	96342874	96342875	+	chr12	106575150	106575151	+	0.19	0.36	3.5133300000000003	0.7775	301.0	353.0	human	False	tile1	tile1	1.0	4.0	tile1:tile1
h.105	m.66	chr14:96343026..96343041,+	chr12:106575370..106575380,+	ENSG00000250366.2	ENSMUSG00000097929.8	intergenic	protein_coding	other	mRNA	chr14	96343035	96343036	+	chr12	106575375	106575376	+	0.03	0.06	0.132222	0.045	197.0	301.0	human	False					
h.106	m.67	chr14:96343050..96343059,+	chr12:106575390..106575401,+	ENSG00000250366.2	ENSMUSG00000097929.8	intergenic	protein_coding	other	mRNA	chr14	96343054	96343055	+	chr12	106575395	106575396	+	0.02	0.1	0.345556	0.20625	132.0	301.0	human	False	tile2		1.0		
h.107	m.68	chr14:96343078..96343087,+	chr12:106575405..106575435,+	ENSG00000250366.2	ENSMUSG00000097929.8	intergenic	protein_coding	other	mRNA	chr14	96343082	96343083	+	chr12	106575419	106575420	+	0.02	0.41	0.296667	0.51125	144.0	301.0	human	False					
h.108	m.68	chr14:96343100..96343115,+	chr12:106575405..106575435,+	ENSG00000250366.2	ENSMUSG00000097929.8	intergenic	protein_coding	other	mRNA	chr14	96343105	96343106	+	chr12	106575419	106575420	+	0.06	0.41	0.41555600000000004	0.51125	562.0	301.0	human	False					
h.109	m.68	chr14:96343133..96343178,+	chr12:106575405..106575435,+	ENSG00000250366.2	ENSMUSG00000097929.8	intergenic	protein_coding	other	mRNA	chr14	96343168	96343169	+	chr12	106575419	106575420	+	0.87	0.41	3.29222	0.51125	1502.0	301.0	human	False					
h.110	m.68	chr14:96343250..96343261,+	chr12:106575405..106575435,+	ENSG00000250366.2	ENSMUSG00000097929.8	intergenic	protein_coding	other	mRNA	chr14	96343255	96343256	+	chr12	106575419	106575420	+	0.15	0.41	2.1855599999999997	0.51125	561.0	301.0	human	False	tile1		1.0		
h.111	m.69	chr15:41576157..41576168,+	chr2:119420024..119420068,+	ENSG00000247556.2	ENSMUSG00000085438.1	intergenic	intergenic	lncRNA	lncRNA	chr15	41576162	41576163	+	chr2	119420062	119420063	+	1.35	12.63	1.01667	4.09875	53543.0	21154.0	human	False	tile1	tile1	2.0	4.0	tile1:tile1
h.112	m.69	chr15:41576180..41576213,+	chr2:119420024..119420068,+	ENSG00000247556.2	ENSMUSG00000085438.1	intergenic	intergenic	lncRNA	lncRNA	chr15	41576205	41576206	+	chr2	119420062	119420063	+	28.32	12.63	56.9611	4.09875	53543.0	21154.0	human	False	tile1	tile1	2.0	4.0	tile1:tile1
h.113	m.70	chr15:50647118..50647203,+	chr2:126501033..126501083,+	ENSG00000244879.3	ENSMUSG00000098024.1	divergent	divergent	lncRNA	lncRNA	chr15	50647161	50647162	+	chr2	126501050	126501051	+	13.58	4.71	11.5856	2.39625	7819.0	2009.0	human	False	tile1	tile1	2.0	1.0	tile1:tile1
h.114	m.71	chr15:50647652..50647697,+	chr2:126501634..126501646,+	ENSG00000244879.3	ENSMUSG00000098024.1	divergent	divergent	lncRNA	lncRNA	chr15	50647681	50647682	+	chr2	126501639	126501640	+	6.79	0.24	6.55	0.09125	7435.0	352.0	human	False	tile1	tile2	2.0	1.0	tile1:tile2
h.115	m.72	chr15:75660431..75660463,+	chr9:56979040..56979059,-	ENSG00000260274.1	ENSMUSG00000086728.2	divergent	divergent	lncRNA	lncRNA	chr15	75660447	75660448	+	chr9	56979052	56979053	-	3.65	0.95	2.55111	0.275	4461.0	1564.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.116	m.73	chr15:80544547..80544561,-	chr7:91677474..91677491,+	ENSG00000259417.2	ENSMUSG00000097789.2	intergenic	protein_coding	other	mRNA	chr15	80544554	80544555	-	chr7	91677484	91677485	+	0.64	6.48	0.0	0.0575	3321.0	9930.0	human	False	tile1	tile1	2.0	4.0	tile1:tile1
h.117	m.73	chr15:80544593..80544610,-	chr7:91677474..91677491,+	ENSG00000259417.2	ENSMUSG00000097789.2	intergenic	protein_coding	other	mRNA	chr15	80544605	80544606	-	chr7	91677484	91677485	+	0.13	6.48	0.0	0.0575	274.0	9930.0	human	False	tile1	tile1	2.0	4.0	tile1:tile1
h.118	m.74	chr15:81616796..81616862,+	chr7:90780333..90780362,-	ENSG00000259343.1	ENSMUSG00000087088.2	divergent	divergent	lncRNA	other	chr15	81616828	81616829	+	chr7	90780350	90780351	-	0.94	3.05	0.587778	0.95	773.0	4148.0	human	False	tile2	tile1	2.0	4.0	tile1:tile2
h.119	m.75	chr15:83419302..83419341,+	chr7:88668441..88668495,+	ENSG00000250988.3	ENSMUSG00000097277.7	intergenic	intergenic	lncRNA	other	chr15	83419323	83419324	+	chr7	88668458	88668459	+	4.17	5.69	2.24556	4.64	11674.0	2856.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.120	m.76	chr15:89905733..89905752,+	chr7:86644904..86644921,+	ENSG00000255571.2	ENSMUSG00000097023.8	intergenic	intergenic	other	other	chr15	89905739	89905740	+	chr7	86644910	86644911	+	0.41	2.22	0.0	0.095	1272.0	5328.0	human	False	tile2	tile2	1.0	2.0	tile2:tile2
h.121	m.76	chr15:89905760..89905787,+	chr7:86644904..86644921,+	ENSG00000255571.2	ENSMUSG00000097023.8	intergenic	intergenic	other	other	chr15	89905765	89905766	+	chr7	86644910	86644911	+	0.14	2.22	0.0	0.095	1272.0	5328.0	human	False	tile2	tile2	1.0	2.0	tile2:tile2
h.122	m.77	chr15:96870289..96870304,-	chr7:77510261..77510285,+	ENSG00000247809.3	ENSMUSG00000100005.7	antisense	antisense	lncRNA	lncRNA	chr15	96870296	96870297	-	chr7	77510277	77510278	+	0.28	0.94	0.04	0.0	810.0	2085.0	human	False	tile2	tile2	2.0	4.0	tile2:tile2
h.123	m.77	chr15:96870350..96870377,-	chr7:77510261..77510285,+	ENSG00000247809.3	ENSMUSG00000100005.7	antisense	antisense	lncRNA	lncRNA	chr15	96870357	96870358	-	chr7	77510277	77510278	+	0.37	0.94	0.057777800000000004	0.0	2405.0	2085.0	human	False	tile1	tile2	2.0	4.0	tile1:tile2
h.124	m.78	chr15:96870555..96870593,-	chr7:77509967..77509988,+	ENSG00000247809.3	ENSMUSG00000100005.7	antisense	antisense	lncRNA	lncRNA	chr15	96870576	96870577	-	chr7	77509979	77509980	+	1.77	0.59	0.055555600000000004	0.0	3942.0	1246.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.125	m.79	chr15:96897563..96897600,+	chr7:77482713..77482763,-	ENSG00000259275.1	ENSMUSG00000109097.1	intergenic	intergenic	lncRNA	lncRNA	chr15	96897579	96897580	+	chr7	77482745	77482746	-	0.9	1.12	0.0	0.05125	1259.0	609.0	human	False	tile1	tile2	2.0	4.0	tile1:tile2
h.126	m.79	chr15:96897673..96897684,+	chr7:77482713..77482763,-	ENSG00000259275.1	ENSMUSG00000109097.1	intergenic	intergenic	lncRNA	lncRNA	chr15	96897678	96897679	+	chr7	77482745	77482746	-	0.06	1.12	0.0	0.05125	265.0	609.0	human	False	tile2	tile2	2.0	4.0	tile2:tile2
h.127	m.80	chr16:11945477..11945516,+	chr16:11203468..11203541,+	ENSG00000263307.1	ENSMUSG00000097537.1	divergent	divergent	lncRNA	lncRNA	chr16	11945504	11945505	+	chr16	11203475	11203476	+	0.91	4.24	0.17	5.89875	1119.0	4252.0	human	False	tile1	tile1	2.0	4.0	tile1:tile1
h.128	m.80	chr16:11945524..11945538,+	chr16:11203468..11203541,+	ENSG00000263307.1	ENSMUSG00000097537.1	divergent	divergent	lncRNA	lncRNA	chr16	11945531	11945532	+	chr16	11203475	11203476	+	0.52	4.24	0.197778	5.89875	1119.0	4252.0	human	False	tile1	tile1	2.0	4.0	tile1:tile1
h.129	m.81	chr16:29875137..29875191,+	chr7:134119301..134119357,-	ENSG00000214725.3	ENSMUSG00000097075.3	divergent	protein_coding	other	mRNA	chr16	29875172	29875173	+	chr7	134119348	134119349	-	0.15	3.15	0.0	0.0475	554.0	1564.0	human	False	tile2	tile2	1.0	2.0	tile2:tile2
h.130	m.81	chr16:29875194..29875203,+	chr7:134119301..134119357,-	ENSG00000214725.3	ENSMUSG00000097075.3	divergent	protein_coding	other	mRNA	chr16	29875198	29875199	+	chr7	134119348	134119349	-	0.01	3.15	0.0	0.0475	554.0	1564.0	human	False	tile2	tile2	1.0	2.0	tile2:tile2
h.131	m.82	chr16:30709663..30709675,-	chr7:134655745..134655756,-	ENSG00000261840.1	ENSMUSG00000101225.1	divergent	divergent	lncRNA	other	chr16	30709669	30709670	-	chr7	134655750	134655751	-	0.17	0.19	0.028888900000000002	0.26125	280.0	639.0	human	False	tile2	tile1	2.0	1.0	tile1:tile2
h.132	m.83	chr16:30709694..30709697,-	chr7:134655847..134655901,-	ENSG00000261840.1	ENSMUSG00000101225.1	divergent	divergent	lncRNA	other	chr16	30709695	30709696	-	chr7	134655861	134655862	-	0.03	2.53	0.028888900000000002	0.83625	280.0	1494.0	human	False	tile2	tile1	2.0	3.0	tile1:tile2
h.133	m.83	chr16:30709778..30709814,-	chr7:134655847..134655901,-	ENSG00000261840.1	ENSMUSG00000101225.1	divergent	divergent	lncRNA	other	chr16	30709791	30709792	-	chr7	134655861	134655862	-	1.88	2.53	2.23444	0.83625	3854.0	1494.0	human	False	tile1	tile1	2.0	3.0	tile1:tile1
h.134	m.83	chr16:30709835..30709856,-	chr7:134655847..134655901,-	ENSG00000261840.1	ENSMUSG00000101225.1	divergent	divergent	lncRNA	other	chr16	30709842	30709843	-	chr7	134655861	134655862	-	0.1	2.53	0.0722222	0.83625	1605.0	1494.0	human	False	tile2	tile1	2.0	3.0	tile1:tile2
h.135	m.84	chr16:30710315..30710351,-	chr7:134656350..134656383,-	ENSG00000261840.1	ENSMUSG00000101225.1	divergent	divergent	lncRNA	other	chr16	30710322	30710323	-	chr7	134656369	134656370	-	2.33	2.13	3.0866700000000002	1.6675	1916.0	2077.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.136	m.84	chr16:30710370..30710387,-	chr7:134656350..134656383,-	ENSG00000261840.1	ENSMUSG00000101225.1	divergent	divergent	lncRNA	other	chr16	30710380	30710381	-	chr7	134656369	134656370	-	0.7	2.13	0.443333	1.6675	1084.0	2077.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.137	m.85	chr16:54962415..54962492,-	chr8:94879735..94879751,-	ENSG00000245694.4	ENSMUSG00000031736.11	intergenic	intergenic	lncRNA	lncRNA	chr16	54962475	54962476	-	chr8	94879744	94879745	-	0.63	1.31	0.0	0.3225	468.0	2179.0	human	False	tile2	tile2	1.0	1.0	tile2:tile2
h.138	m.86	chr16:54962945..54962967,-	chr8:94880002..94880018,-	ENSG00000245694.4	ENSMUSG00000031736.11	intergenic	intergenic	lncRNA	lncRNA	chr16	54962960	54962961	-	chr8	94880009	94880010	-	0.49	0.73	0.317778	0.2625	1383.0	2485.0	human	False	tile2	tile2	1.0	4.0	tile2:tile2
h.139	m.86	chr16:54963026..54963108,-	chr8:94880002..94880018,-	ENSG00000245694.4	ENSMUSG00000031736.11	intergenic	intergenic	lncRNA	lncRNA	chr16	54963083	54963084	-	chr8	94880009	94880010	-	3.47	0.73	4.36222	0.2625	3460.0	2485.0	human	False	tile1	tile2	2.0	4.0	tile1:tile2
h.140	m.87	chr16:72698834..72698913,-	chr8:111599108..111599124,+	ENSG00000261008.2	ENSMUSG00000097393.8	intergenic	intergenic	lncRNA	other	chr16	72698868	72698869	-	chr8	111599111	111599112	+	4.92	0.09	7.75	2.24125	9336.0	298.0	human	False	tile2	tile1	1.0	2.0	tile1:tile2
h.141	m.88	chr16:86542455..86542500,-	chr8:123606985..123607053,-	ENSG00000268388.1	ENSMUSG00000097336.8	intergenic	antisense	other	lncRNA	chr16	86542491	86542492	-	chr8	123607001	123607002	-	2.95	1.37	0.16555599999999998	0.0	5347.0	619.0	human	False	tile2	tile2	2.0	1.0	tile2:tile2
h.142	m.89	chr16:87351092..87351137,+	chr8:124066009..124066035,+	ENSG00000270006.1	ENSMUSG00000098211.2	divergent	antisense	lncRNA	lncRNA	chr16	87351101	87351102	+	chr8	124066020	124066021	+	2.89	0.47	2.1722200000000003	0.49	2844.0	448.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.143	m.90	chr17:7819246..7819292,-	chr11:69154265..69154340,+	ENSG00000179859.7	ENSMUSG00000043419.11	intergenic	protein_coding	other	mRNA	chr17	7819258	7819259	-	chr11	69154297	69154298	+	2.41	13.12	0.6888890000000001	1.80125	1430.0	6615.0	human	False	tile2	tile2	1.0	1.0	tile2:tile2
h.144	m.91	chr17:7819599..7819609,-	chr11:69153950..69153959,+	ENSG00000179859.7	ENSMUSG00000043419.11	intergenic	protein_coding	other	mRNA	chr17	7819606	7819607	-	chr11	69153957	69153958	+	0.95	0.39	0.152222	0.065	1217.0	1156.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.145	m.92	chr17:13972742..13972814,-	chr11:63892980..63893029,+	ENSG00000236088.5	ENSMUSG00000087497.7	divergent	divergent	lncRNA	other	chr17	13972795	13972796	-	chr11	63892993	63892994	+	5.21	7.69	2.15556	6.01875	3111.0	5362.0	human	False	tile1	tile1	2.0	1.0	tile1:tile1
h.146	m.93	chr17:33895090..33895164,+	chr11:83105221..83105250,+	ENSG00000267321.1	ENSMUSG00000093483.1	intergenic	intergenic	lncRNA	other	chr17	33895118	33895119	+	chr11	83105243	83105244	+	7.15	2.74	12.1411	14.9813	5027.0	3003.0	human	False	tile2	tile2	2.0	6.0	tile2:tile2
h.147	m.93	chr17:33895166..33895177,+	chr11:83105221..83105250,+	ENSG00000267321.1	ENSMUSG00000093483.1	intergenic	intergenic	lncRNA	other	chr17	33895171	33895172	+	chr11	83105243	83105244	+	0.17	2.74	0.48222200000000004	14.9813	4549.0	3003.0	human	False	tile2	tile2	2.0	6.0	tile2:tile2
h.148	m.93	chr17:33895183..33895192,+	chr11:83105221..83105250,+	ENSG00000267321.1	ENSMUSG00000093483.1	intergenic	intergenic	lncRNA	other	chr17	33895187	33895188	+	chr11	83105243	83105244	+	0.08	2.74	0.29	14.9813	2203.0	3003.0	human	False	tile2	tile2	2.0	6.0	tile2:tile2
h.149	m.94	chr17:35293932..35293947,-	chr11:84339174..84339191,+	ENSG00000255509.2	ENSMUSG00000087211.7	divergent	divergent	lncRNA	other	chr17	35293935	35293936	-	chr11	84339185	84339186	+	0.11	0.94	0.162222	0.01625	706.0	2578.0	human	False	tile1	tile1	2.0	4.0	tile1:tile1
h.150	m.94	chr17:35293950..35293973,-	chr11:84339174..84339191,+	ENSG00000255509.2	ENSMUSG00000087211.7	divergent	divergent	lncRNA	other	chr17	35293965	35293966	-	chr11	84339185	84339186	+	0.25	0.94	0.141111	0.01625	706.0	2578.0	human	False	tile1	tile1	2.0	4.0	tile1:tile1
h.151	m.95	chr17:37081817..37081833,+	chr11:97702596..97702673,+	ENSG00000263874.1	ENSMUSG00000050538.8	intergenic	protein_coding	other	mRNA	chr17	37081824	37081825	+	chr11	97702634	97702635	+	0.22	4.47	0.245556	4.86375	2118.0	2826.0	human	False	tile1	tile2	2.0	4.0	tile1:tile2
h.152	m.95	chr17:37081853..37081878,+	chr11:97702596..97702673,+	ENSG00000263874.1	ENSMUSG00000050538.8	intergenic	protein_coding	other	mRNA	chr17	37081866	37081867	+	chr11	97702634	97702635	+	1.0	4.47	2.34	4.86375	2118.0	2826.0	human	False	tile1	tile2	2.0	4.0	tile1:tile2
h.153	m.96	chr17:40086852..40086934,+	chr11:100406997..100407050,+	ENSG00000204815.4	ENSMUSG00000006784.14	divergent	protein_coding	mRNA	mRNA	chr17	40086881	40086882	+	chr11	100407007	100407008	+	2.41	1.49	2.21889	0.94625	1709.0	699.0	human	False	tile1	tile1	2.0	4.0	tile1:tile1
h.154	m.96	chr17:40086935..40086951,+	chr11:100406997..100407050,+	ENSG00000204815.4	ENSMUSG00000006784.14	divergent	protein_coding	mRNA	mRNA	chr17	40086943	40086944	+	chr11	100407007	100407008	+	0.3	1.49	0.271111	0.94625	807.0	699.0	human	False	tile1	tile1	2.0	4.0	tile1:tile1
h.155	m.97	chr17:46724016..46724042,-	chr11:96112988..96113010,+	ENSG00000272763.1	ENSMUSG00000078706.4	intergenic	intergenic	lncRNA	lncRNA	chr17	46724024	46724025	-	chr11	96113000	96113001	+	0.33	0.34	0.0744444	0.0975	571.0	462.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.156	m.98	chr17:46724136..46724151,-	chr11:96112952..96112982,+	ENSG00000272763.1	ENSMUSG00000078706.4	intergenic	intergenic	lncRNA	lncRNA	chr17	46724143	46724144	-	chr11	96112967	96112968	+	0.14	0.36	0.0144444	0.16125	389.0	462.0	human	False		tile1		2.0	
h.157	m.99	chr17:46724664..46724676,-	chr11:96112486..96112540,+	ENSG00000272763.1	ENSMUSG00000078706.4	intergenic	intergenic	lncRNA	lncRNA	chr17	46724669	46724670	-	chr11	96112533	96112534	+	0.11	2.54	0.0	9.84125	585.0	5293.0	human	False	tile1	tile1	2.0	4.0	tile1:tile1
h.158	m.99	chr17:46724682..46724718,-	chr11:96112486..96112540,+	ENSG00000272763.1	ENSMUSG00000078706.4	intergenic	intergenic	lncRNA	lncRNA	chr17	46724705	46724706	-	chr11	96112533	96112534	+	0.25	2.54	0.0	9.84125	585.0	5293.0	human	False	tile1	tile1	2.0	4.0	tile1:tile1
h.159	m.100	chr17:56409871..56409890,-	chr11:87569069..87569090,+	ENSG00000265206.2	ENSMUSG00000084796.1	intergenic	intergenic	other	lncRNA	chr17	56409880	56409881	-	chr11	87569078	87569079	+	25.8	76.62	0.637778	20.6288	60412.0	160622.0	human	False	tile2	tile1	1.0	2.0	tile1:tile2
h.160	m.101	chr17:65992544..65992589,-	chr11:106886918..106886944,+	ENSG00000266176.1	ENSMUSG00000078607.5	intergenic	protein_coding	lncRNA	mRNA	chr17	65992566	65992567	-	chr11	106886924	106886925	+	0.34	0.7	0.128889	0.07625	282.0	1934.0	human	False	tile1	tile1	1.0	1.0	tile1:tile1
h.161	m.102	chr17:79008476..79008509,-	chr11:119803976..119803990,-	ENSG00000226137.3	ENSMUSG00000085207.1	divergent	divergent	lncRNA	lncRNA	chr17	79008485	79008486	-	chr11	119803981	119803982	-	0.45	0.72	0.028888900000000002	0.22	505.0	2181.0	human	False		tile1		2.0	
h.162	m.102	chr17:79008513..79008544,-	chr11:119803976..119803990,-	ENSG00000226137.3	ENSMUSG00000085207.1	divergent	divergent	lncRNA	lncRNA	chr17	79008518	79008519	-	chr11	119803981	119803982	-	0.35	0.72	0.19	0.22	505.0	2181.0	human	False		tile1		2.0	
