chr_tss_hg19	start_tss_hg19	end_tss_hg19	strand_tss_hg19	cage_id_hg19	biotype_hg19	name_peak_hg19	seq_orth	cage_orth	chr_tss_mm9	start_tss_mm9	end_tss_mm9	strand_tss_mm9	cage_id_mm9	biotype_mm9	name_peak_mm9	avg_exp_hg19	avg_exp_mm9	stem_exp_hg19	stem_exp_mm9	har	orig_species	lift_species	oligo_type	hg19_id	mm9_id	cleaner_biotype_hg19	cleaner_biotype_mm9	minimal_biotype_hg19	minimal_biotype_mm9
chr15	80544605	80544606	-	chr15:80544593..80544610,-	intergenic_upep	ENSG00000259417.2	True	True	chr7	91677484	91677485	+	chr7:91677474..91677491,+	protein_coding	ENSMUSG00000097789.2	0.13	6.48	0.0	0.0575	False	human	mouse	human__intergenic:mouse__protein_coding	h.117	m.73	other lncRNA	mRNA	lncRNA	mRNA
chr15	81616828	81616829	+	chr15:81616796..81616862,+	div_lnc	ENSG00000259343.1	True	True	chr7	90780350	90780351	-	chr7:90780333..90780362,-	div_lnc	ENSMUSG00000087088.2	0.94	3.05	0.587778	0.95	False	human	mouse	human__divergent:mouse__divergent	h.118	m.74	div. lncRNA	div. lncRNA	lncRNA	lncRNA
chr15	83419323	83419324	+	chr15:83419302..83419341,+	intergenic	ENSG00000250988.3	True	True	chr7	88668458	88668459	+	chr7:88668441..88668495,+	intergenic_upep	ENSMUSG00000097277.7	4.17	5.69	2.24556	4.64	False	human	mouse	human__intergenic:mouse__intergenic	h.119	m.75	lincRNA	other lncRNA	lncRNA	lncRNA
chr15	96870296	96870297	-	chr15:96870289..96870304,-	antisense	ENSG00000247809.3	True	True	chr7	77510277	77510278	+	chr7:77510261..77510285,+	antisense	ENSMUSG00000100005.7	0.28	0.94	0.04	0.0	False	human	mouse	human__antisense:mouse__antisense	h.122	m.77	other lncRNA	other lncRNA	lncRNA	lncRNA
chr15	96870357	96870358	-	chr15:96870350..96870377,-	antisense	ENSG00000247809.3	True	True	chr7	77510277	77510278	+	chr7:77510261..77510285,+	antisense	ENSMUSG00000100005.7	0.37	0.94	0.057777800000000004	0.0	False	human	mouse	human__antisense:mouse__antisense	h.123	m.77	other lncRNA	other lncRNA	lncRNA	lncRNA
chr15	96870576	96870577	-	chr15:96870555..96870593,-	antisense	ENSG00000247809.3	True	True	chr7	77509979	77509980	+	chr7:77509967..77509988,+	antisense	ENSMUSG00000100005.7	1.77	0.59	0.055555600000000004	0.0	False	human	mouse	human__antisense:mouse__antisense	h.124	m.78	other lncRNA	other lncRNA	lncRNA	lncRNA
chr15	96897579	96897580	+	chr15:96897563..96897600,+	intergenic	ENSG00000259275.1	True	True	chr7	77482745	77482746	-	chr7:77482713..77482763,-	intergenic	ENSMUSG00000109097.1	0.9	1.12	0.0	0.05125	False	human	mouse	human__intergenic:mouse__intergenic	h.125	m.79	lincRNA	lincRNA	lncRNA	lncRNA
chr15	96897678	96897679	+	chr15:96897673..96897684,+	intergenic	ENSG00000259275.1	True	True	chr7	77482745	77482746	-	chr7:77482713..77482763,-	intergenic	ENSMUSG00000109097.1	0.06	1.12	0.0	0.05125	False	human	mouse	human__intergenic:mouse__intergenic	h.126	m.79	lincRNA	lincRNA	lncRNA	lncRNA
chr16	11945504	11945505	+	chr16:11945477..11945516,+	div_lnc	ENSG00000263307.1	True	True	chr16	11203475	11203476	+	chr16:11203468..11203541,+	div_lnc	ENSMUSG00000097537.1	0.91	4.24	0.17	5.89875	False	human	mouse	human__divergent:mouse__divergent	h.127	m.80	div. lncRNA	div. lncRNA	lncRNA	lncRNA
chr16	11945531	11945532	+	chr16:11945524..11945538,+	div_lnc	ENSG00000263307.1	True	True	chr16	11203475	11203476	+	chr16:11203468..11203541,+	div_lnc	ENSMUSG00000097537.1	0.52	4.24	0.197778	5.89875	False	human	mouse	human__divergent:mouse__divergent	h.128	m.80	div. lncRNA	div. lncRNA	lncRNA	lncRNA
chr16	30709669	30709670	-	chr16:30709663..30709675,-	div_lnc	ENSG00000261840.1	True	True	chr7	134655750	134655751	-	chr7:134655745..134655756,-	div_lnc	ENSMUSG00000101225.1	0.17	0.19	0.028888900000000002	0.26125	False	human	mouse	human__divergent:mouse__divergent	h.131	m.82	div. lncRNA	div. lncRNA	lncRNA	lncRNA
chr16	30709695	30709696	-	chr16:30709694..30709697,-	div_lnc	ENSG00000261840.1	True	True	chr7	134655861	134655862	-	chr7:134655847..134655901,-	div_lnc	ENSMUSG00000101225.1	0.03	2.53	0.028888900000000002	0.83625	False	human	mouse	human__divergent:mouse__divergent	h.132	m.83	div. lncRNA	div. lncRNA	lncRNA	lncRNA
chr16	30709791	30709792	-	chr16:30709778..30709814,-	div_lnc	ENSG00000261840.1	True	True	chr7	134655861	134655862	-	chr7:134655847..134655901,-	div_lnc	ENSMUSG00000101225.1	1.88	2.53	2.23444	0.83625	False	human	mouse	human__divergent:mouse__divergent	h.133	m.83	div. lncRNA	div. lncRNA	lncRNA	lncRNA
chr16	30709842	30709843	-	chr16:30709835..30709856,-	div_lnc	ENSG00000261840.1	True	True	chr7	134655861	134655862	-	chr7:134655847..134655901,-	div_lnc	ENSMUSG00000101225.1	0.1	2.53	0.0722222	0.83625	False	human	mouse	human__divergent:mouse__divergent	h.134	m.83	div. lncRNA	div. lncRNA	lncRNA	lncRNA
chr16	54963083	54963084	-	chr16:54963026..54963108,-	intergenic	ENSG00000245694.4	True	True	chr8	94880009	94880010	-	chr8:94880002..94880018,-	intergenic	ENSMUSG00000031736.11	3.47	0.73	4.36222	0.2625	False	human	mouse	human__intergenic:mouse__intergenic	h.139	m.86	lincRNA	lincRNA	lncRNA	lncRNA
chr16	87351101	87351102	+	chr16:87351092..87351137,+	div_lnc	ENSG00000270006.1	True	True	chr8	124066020	124066021	+	chr8:124066009..124066035,+	antisense	ENSMUSG00000098211.2	2.89	0.47	2.1722200000000003	0.49	False	human	mouse	human__divergent:mouse__antisense	h.142	m.89	div. lncRNA	other lncRNA	lncRNA	lncRNA
chr17	7819606	7819607	-	chr17:7819599..7819609,-	intergenic_upep	ENSG00000179859.7	True	True	chr11	69153957	69153958	+	chr11:69153950..69153959,+	protein_coding	ENSMUSG00000043419.11	0.95	0.39	0.152222	0.065	False	human	mouse	human__intergenic:mouse__protein_coding	h.144	m.91	other lncRNA	mRNA	lncRNA	mRNA
chr17	13972795	13972796	-	chr17:13972742..13972814,-	div_lnc	ENSG00000236088.5	True	True	chr11	63892993	63892994	+	chr11:63892980..63893029,+	div_lnc	ENSMUSG00000087497.7	5.21	7.69	2.15556	6.01875	False	human	mouse	human__divergent:mouse__divergent	h.145	m.92	div. lncRNA	div. lncRNA	lncRNA	lncRNA
chr17	33895118	33895119	+	chr17:33895090..33895164,+	intergenic	ENSG00000267321.1	True	True	chr11	83105243	83105244	+	chr11:83105221..83105250,+	intergenic_upep	ENSMUSG00000093483.1	7.15	2.74	12.1411	14.9813	False	human	mouse	human__intergenic:mouse__intergenic	h.146	m.93	lincRNA	other lncRNA	lncRNA	lncRNA
chr17	33895171	33895172	+	chr17:33895166..33895177,+	intergenic	ENSG00000267321.1	True	True	chr11	83105243	83105244	+	chr11:83105221..83105250,+	intergenic_upep	ENSMUSG00000093483.1	0.17	2.74	0.48222200000000004	14.9813	False	human	mouse	human__intergenic:mouse__intergenic	h.147	m.93	lincRNA	other lncRNA	lncRNA	lncRNA
chr17	33895187	33895188	+	chr17:33895183..33895192,+	intergenic	ENSG00000267321.1	True	True	chr11	83105243	83105244	+	chr11:83105221..83105250,+	intergenic_upep	ENSMUSG00000093483.1	0.08	2.74	0.29	14.9813	False	human	mouse	human__intergenic:mouse__intergenic	h.148	m.93	lincRNA	other lncRNA	lncRNA	lncRNA
chr17	35293935	35293936	-	chr17:35293932..35293947,-	div_lnc	ENSG00000255509.2	True	True	chr11	84339185	84339186	+	chr11:84339174..84339191,+	div_lnc	ENSMUSG00000087211.7	0.11	0.94	0.162222	0.01625	False	human	mouse	human__divergent:mouse__divergent	h.149	m.94	div. lncRNA	div. lncRNA	lncRNA	lncRNA
chr17	35293965	35293966	-	chr17:35293950..35293973,-	div_lnc	ENSG00000255509.2	True	True	chr11	84339185	84339186	+	chr11:84339174..84339191,+	div_lnc	ENSMUSG00000087211.7	0.25	0.94	0.141111	0.01625	False	human	mouse	human__divergent:mouse__divergent	h.150	m.94	div. lncRNA	div. lncRNA	lncRNA	lncRNA
chr17	37081824	37081825	+	chr17:37081817..37081833,+	intergenic_upep	ENSG00000263874.1	True	True	chr11	97702634	97702635	+	chr11:97702596..97702673,+	protein_coding	ENSMUSG00000050538.8	0.22	4.47	0.245556	4.86375	False	human	mouse	human__intergenic:mouse__protein_coding	h.151	m.95	other lncRNA	mRNA	lncRNA	mRNA
chr17	37081866	37081867	+	chr17:37081853..37081878,+	intergenic_upep	ENSG00000263874.1	True	True	chr11	97702634	97702635	+	chr11:97702596..97702673,+	protein_coding	ENSMUSG00000050538.8	1.0	4.47	2.34	4.86375	False	human	mouse	human__intergenic:mouse__protein_coding	h.152	m.95	other lncRNA	mRNA	lncRNA	mRNA
chr17	40086881	40086882	+	chr17:40086852..40086934,+	div_lnc	ENSG00000204815.4	True	True	chr11	100407007	100407008	+	chr11:100406997..100407050,+	protein_coding	ENSMUSG00000006784.14	2.41	1.49	2.21889	0.94625	False	human	mouse	human__divergent:mouse__protein_coding	h.153	m.96	div. lncRNA	mRNA	lncRNA	mRNA
chr17	40086943	40086944	+	chr17:40086935..40086951,+	div_lnc	ENSG00000204815.4	True	True	chr11	100407007	100407008	+	chr11:100406997..100407050,+	protein_coding	ENSMUSG00000006784.14	0.3	1.49	0.271111	0.94625	False	human	mouse	human__divergent:mouse__protein_coding	h.154	m.96	div. lncRNA	mRNA	lncRNA	mRNA
chr17	46724024	46724025	-	chr17:46724016..46724042,-	intergenic	ENSG00000272763.1	True	True	chr11	96113000	96113001	+	chr11:96112988..96113010,+	intergenic	ENSMUSG00000078706.4	0.33	0.34	0.0744444	0.0975	False	human	mouse	human__intergenic:mouse__intergenic	h.155	m.97	lincRNA	lincRNA	lncRNA	lncRNA
chr17	46724669	46724670	-	chr17:46724664..46724676,-	intergenic	ENSG00000272763.1	True	True	chr11	96112533	96112534	+	chr11:96112486..96112540,+	intergenic	ENSMUSG00000078706.4	0.11	2.54	0.0	9.84125	False	human	mouse	human__intergenic:mouse__intergenic	h.157	m.99	lincRNA	lincRNA	lncRNA	lncRNA
chr17	46724705	46724706	-	chr17:46724682..46724718,-	intergenic	ENSG00000272763.1	True	True	chr11	96112533	96112534	+	chr11:96112486..96112540,+	intergenic	ENSMUSG00000078706.4	0.25	2.54	0.0	9.84125	False	human	mouse	human__intergenic:mouse__intergenic	h.158	m.99	lincRNA	lincRNA	lncRNA	lncRNA
chr17	65992566	65992567	-	chr17:65992544..65992589,-	intergenic	ENSG00000266176.1	True	True	chr11	106886924	106886925	+	chr11:106886918..106886944,+	protein_coding	ENSMUSG00000078607.5	0.34	0.7	0.128889	0.07625	False	human	mouse	human__intergenic:mouse__protein_coding	h.160	m.101	lincRNA	mRNA	lncRNA	mRNA
chr18	3594109	3594110	+	chr18:3594048..3594131,+	antisense	ENSG00000177337.3	True	True	chr17	71104806	71104807	-	chr17:71104781..71104814,-	antisense	ENSMUSG00000097282.1	9.64	0.29	3.4677800000000003	2.715	False	human	mouse	human__antisense:mouse__antisense	h.164	m.104	other lncRNA	other lncRNA	lncRNA	lncRNA
chr18	3594148	3594149	+	chr18:3594135..3594164,+	antisense	ENSG00000177337.3	True	True	chr17	71104806	71104807	-	chr17:71104781..71104814,-	antisense	ENSMUSG00000097282.1	2.08	0.29	1.50111	2.715	False	human	mouse	human__antisense:mouse__antisense	h.165	m.104	other lncRNA	other lncRNA	lncRNA	lncRNA
chr18	3594447	3594448	+	chr18:3594428..3594466,+	antisense	ENSG00000177337.3	True	True	chr17	71104417	71104418	-	chr17:71104394..71104423,-	antisense	ENSMUSG00000097282.1	5.78	0.07	1.04444	0.70625	False	human	mouse	human__antisense:mouse__antisense	h.167	m.105	other lncRNA	other lncRNA	lncRNA	lncRNA
chr19	2328682	2328683	+	chr19:2328663..2328707,+	div_lnc	ENSG00000005206.12	True	True	chr10	80318048	80318049	+	chr10:80318034..80318067,+	div_pc	ENSMUSG00000035206.10	26.32	9.89	23.2244	2.38	False	human	mouse	human__divergent:mouse__protein_coding	h.169	m.106	div. lncRNA	div. mRNA	lncRNA	mRNA
chr19	6393779	6393780	+	chr19:6393775..6393783,+	div_lnc	ENSG00000214347.5	True	True	chr17	57151183	57151184	+	chr17:57151182..57151217,+	div_pc	ENSMUSG00000109739.1	0.03	0.06	0.121111	0.0	False	human	mouse	human__divergent:mouse__protein_coding	h.172	m.108	div. lncRNA	div. mRNA	lncRNA	mRNA
chr19	45033697	45033698	-	chr19:45033666..45033705,-	protein_coding	ENSG00000176395.8	True	True	chr7	20550731	20550732	+	chr7:20550714..20550769,+	protein_coding	ENSMUSG00000070777.5	0.08	6.65	0.0	0.0475	False	human	mouse	human__intergenic:mouse__protein_coding	h.180	m.113	mRNA	mRNA	mRNA	mRNA
chr19	45033716	45033717	-	chr19:45033710..45033721,-	protein_coding	ENSG00000176395.8	True	True	chr7	20550731	20550732	+	chr7:20550714..20550769,+	protein_coding	ENSMUSG00000070777.5	0.01	6.65	0.0	0.0475	False	human	mouse	human__intergenic:mouse__protein_coding	h.181	m.113	mRNA	mRNA	mRNA	mRNA
chr19	45748664	45748665	-	chr19:45748644..45748687,-	antisense	ENSG00000267045.1	True	True	chr7	20048635	20048636	+	chr7:20048616..20048641,+	protein_coding	ENSMUSG00000011263.16	1.35	1.01	0.136667	1.005	False	human	mouse	human__antisense:mouse__protein_coding	h.182	m.114	other lncRNA	mRNA	lncRNA	mRNA
chr19	51289416	51289417	-	chr19:51289396..51289422,-	intergenic_upep	ENSG00000261341.1	True	True	chr7	51516821	51516822	+	chr7:51516794..51516872,+	protein_coding	ENSMUSG00000087376.3	0.05	1.4	0.0	0.03375	False	human	mouse	human__intergenic:mouse__protein_coding	h.185	m.117	other lncRNA	mRNA	lncRNA	mRNA
chr19	51289440	51289441	-	chr19:51289436..51289445,-	intergenic_upep	ENSG00000261341.1	True	True	chr7	51516821	51516822	+	chr7:51516794..51516872,+	protein_coding	ENSMUSG00000087376.3	0.01	1.4	0.0	0.03375	False	human	mouse	human__intergenic:mouse__protein_coding	h.186	m.117	other lncRNA	mRNA	lncRNA	mRNA
chr2	31805958	31805959	-	chr2:31805954..31805962,-	protein_coding	ENSG00000049319.2	True	True	chr17	74397199	74397200	-	chr17:74397190..74397207,-	protein_coding	ENSMUSG00000038541.7	0.02	4.22	0.0466667	0.01625	False	human	mouse	human__intergenic:mouse__protein_coding	h.187	m.118	mRNA	mRNA	mRNA	mRNA
chr2	45166482	45166483	-	chr2:45166478..45166502,-	intergenic_upep	ENSG00000259439.1	True	True	chr17	86017839	86017840	-	chr17:86017835..86017844,-	antisense_upep	ENSMUSG00000093460.9	0.05	0.08	0.08555560000000001	0.0	False	human	mouse	human__intergenic:mouse__antisense	h.188	m.119	other lncRNA	other lncRNA	lncRNA	lncRNA
chr2	45166517	45166518	-	chr2:45166504..45166533,-	intergenic_upep	ENSG00000259439.1	True	True	chr17	86017839	86017840	-	chr17:86017835..86017844,-	antisense_upep	ENSMUSG00000093460.9	0.08	0.08	0.128889	0.0	False	human	mouse	human__intergenic:mouse__antisense	h.189	m.119	other lncRNA	other lncRNA	lncRNA	lncRNA
chr2	55845067	55845068	+	chr2:55845029..55845079,+	div_lnc	ENSG00000272606.1	True	True	chr11	29072736	29072737	-	chr11:29072727..29072756,-	div_lnc	ENSMUSG00000086725.1	4.84	0.83	4.64556	0.85875	False	human	mouse	human__divergent:mouse__divergent	h.190	m.120	div. lncRNA	div. lncRNA	lncRNA	lncRNA
chr2	58655472	58655473	+	chr2:58655461..58655492,+	intergenic	ENSG00000233723.3	True	True	chr11	26110558	26110559	-	chr11:26110553..26110585,-	protein_coding	ENSMUSG00000032985.15	0.36	1.18	0.89	0.72375	False	human	mouse	human__intergenic:mouse__protein_coding	h.191	m.121	lincRNA	mRNA	lncRNA	mRNA
chr2	58655507	58655508	+	chr2:58655493..58655515,+	intergenic	ENSG00000233723.3	True	True	chr11	26110558	26110559	-	chr11:26110553..26110585,-	protein_coding	ENSMUSG00000032985.15	0.1	1.18	0.566667	0.72375	False	human	mouse	human__intergenic:mouse__protein_coding	h.192	m.121	lincRNA	mRNA	lncRNA	mRNA
chr2	70315339	70315340	-	chr2:70315315..70315369,-	antisense	ENSG00000179818.9	True	True	chr6	86475433	86475434	+	chr6:86475416..86475442,+	div_lnc	ENSMUSG00000097048.7	2.39	0.48	1.3222200000000002	0.23375	False	human	mouse	human__antisense:mouse__divergent	h.193	m.122	other lncRNA	div. lncRNA	lncRNA	lncRNA
chr2	105469646	105469647	-	chr2:105469636..105469702,-	div_lnc	ENSG00000233639.1	True	True	chr1	42751669	42751670	-	chr1:42751658..42751722,-	div_lnc	ENSMUSG00000060424.14	0.55	2.07	0.0422222	0.0	False	human	mouse	human__intergenic:mouse__divergent	h.197	m.125	div. lncRNA	div. lncRNA	lncRNA	lncRNA
chr2	105760527	105760528	+	chr2:105760516..105760546,+	intergenic	ENSG00000226508.1	True	True	chr1	43009978	43009979	+	chr1:43009951..43010009,+	protein_coding	ENSMUSG00000041907.9	0.47	0.98	2.32111	0.07625	False	human	mouse	human__intergenic:mouse__protein_coding	h.199	m.127	lincRNA	mRNA	lncRNA	mRNA
chr2	105953949	105953950	-	chr2:105953912..105953969,-	div_lnc	ENSG00000272994.1	True	True	chr1	43155491	43155492	-	chr1:43155470..43155531,-	div_pc	ENSMUSG00000070939.9	1.94	4.13	2.33222	2.8925	False	human	mouse	human__divergent:mouse__protein_coding	h.201	m.128	div. lncRNA	div. mRNA	lncRNA	mRNA
chr2	168149510	168149511	+	chr2:168149489..168149561,+	intergenic	ENSG00000228222.1	True	True	chr2	67403761	67403762	+	chr2:67403737..67403830,+	protein_coding	ENSMUSG00000034780.6	2.41	4.77	26.9178	1.27125	False	human	mouse	human__intergenic:mouse__protein_coding	h.205	m.131	lincRNA	mRNA	lncRNA	mRNA
chr2	171626892	171626893	+	chr2:171626883..171626903,+	div_lnc	ENSG00000239467.1	True	True	chr2	70346875	70346876	+	chr2:70346870..70346881,+	div_pc	ENSMUSG00000075302.10	0.12	0.2	0.17666700000000002	0.0	False	human	mouse	human__intergenic:mouse__protein_coding	h.207	m.132	div. lncRNA	div. mRNA	lncRNA	mRNA
chr2	171627419	171627420	+	chr2:171627404..171627456,+	div_lnc	ENSG00000239467.1	True	True	chr2	70347433	70347434	+	chr2:70347401..70347439,+	div_pc	ENSMUSG00000075302.10	1.12	0.51	5.1955599999999995	0.20375	False	human	mouse	human__intergenic:mouse__protein_coding	h.210	m.134	div. lncRNA	div. mRNA	lncRNA	mRNA
chr2	178129622	178129623	+	chr2:178129611..178129638,+	antisense	ENSG00000222043.2	True	True	chr2	75542931	75542932	+	chr2:75542908..75542937,+	div_lnc	ENSMUSG00000087222.1	0.41	0.67	0.0311111	1.50375	False	human	mouse	human__antisense:mouse__divergent	h.213	m.135	other lncRNA	div. lncRNA	lncRNA	lncRNA
chr2	200323164	200323165	+	chr2:200323148..200323168,+	antisense	ENSG00000225953.2	True	True	chr1	57029040	57029041	+	chr1:57029024..57029050,+	antisense	ENSMUSG00000087022.4	0.15	0.1	0.057777800000000004	0.0	False	human	mouse	human__antisense:mouse__antisense	h.215	m.137	other lncRNA	other lncRNA	lncRNA	lncRNA
chr20	18548077	18548078	+	chr20:18548055..18548112,+	intergenic_upep	ENSG00000232388.2	True	True	chr2	144419811	144419812	+	chr2:144419792..144419819,+	protein_coding	ENSMUSG00000074754.4	68.87	19.46	85.5878	20.98	False	human	mouse	human__intergenic:mouse__protein_coding	h.218	m.140	other lncRNA	mRNA	lncRNA	mRNA
chr20	19738708	19738709	+	chr20:19738686..19738725,+	div_lnc	ENSG00000233895.1	True	True	chr2	145501214	145501215	+	chr2:145501206..145501229,+	intergenic_upep	ENSMUSG00000087594.1	1.23	1.02	0.0177778	0.71375	False	human	mouse	human__divergent:mouse__intergenic	h.219	m.141	div. lncRNA	other lncRNA	lncRNA	lncRNA
chr20	19738870	19738871	+	chr20:19738853..19738884,+	div_lnc	ENSG00000233895.1	True	True	chr2	145501256	145501257	+	chr2:145501242..145501263,+	intergenic_upep	ENSMUSG00000087594.1	1.08	6.85	0.0588889	1.89125	False	human	mouse	human__divergent:mouse__intergenic	h.220	m.142	div. lncRNA	other lncRNA	lncRNA	lncRNA
chr20	19738901	19738902	+	chr20:19738889..19738915,+	div_lnc	ENSG00000233895.1	True	True	chr2	145501256	145501257	+	chr2:145501242..145501263,+	intergenic_upep	ENSMUSG00000087594.1	1.59	6.85	0.182222	1.89125	False	human	mouse	human__divergent:mouse__intergenic	h.221	m.142	div. lncRNA	other lncRNA	lncRNA	lncRNA
chr20	22559217	22559218	-	chr20:22559211..22559227,-	intergenic_upep	ENSG00000259974.2	True	True	chr2	147865938	147865939	-	chr2:147865932..147865947,-	intergenic	ENSMUSG00000086141.7	4.2	3.11	6.968889999999999	0.05875	False	human	mouse	human__intergenic:mouse__intergenic	h.226	m.144	other lncRNA	lincRNA	lncRNA	lncRNA
chr20	35201790	35201791	-	chr20:35201784..35201813,-	div_lnc	ENSG00000232907.3	True	True	chr2	156665538	156665539	-	chr2:156665526..156665594,-	div_lnc	ENSMUSG00000087179.8	0.56	2.51	0.4	10.965	False	human	mouse	human__divergent:mouse__divergent	h.227	m.145	div. lncRNA	div. lncRNA	lncRNA	lncRNA
chr20	35233899	35233900	-	chr20:35233898..35233903,-	antisense_upep	ENSG00000259716.1	True	True	chr2	156688667	156688668	-	chr2:156688653..156688700,-	div_lnc	ENSMUSG00000085741.8	0.48	3.25	0.25111100000000003	1.14125	False	human	mouse	human__antisense:mouse__divergent	h.228	m.146	other lncRNA	div. lncRNA	lncRNA	lncRNA
chr20	37063970	37063971	-	chr20:37063946..37064029,-	intergenic	ENSG00000196756.7	True	True	chr2	158187257	158187258	-	chr2:158187241..158187290,-	intergenic_upep	ENSMUSG00000085385.7	54.12	12.47	47.6922	29.7488	False	human	mouse	human__intergenic:mouse__intergenic	h.229	m.147	lincRNA	other lncRNA	lncRNA	lncRNA
chr20	37075314	37075315	+	chr20:37075307..37075357,+	intergenic	ENSG00000174365.15	True	True	chr2	158201448	158201449	+	chr2:158201439..158201457,+	protein_coding	ENSMUSG00000044349.15	12.68	55.25	9.48333	16.7925	False	human	mouse	human__intergenic:mouse__protein_coding	h.230	m.148	lincRNA	mRNA	lncRNA	mRNA
chr20	37075372	37075373	+	chr20:37075369..37075383,+	intergenic	ENSG00000174365.15	True	True	chr2	158201448	158201449	+	chr2:158201439..158201457,+	protein_coding	ENSMUSG00000044349.15	0.36	55.25	0.393333	16.7925	False	human	mouse	human__intergenic:mouse__protein_coding	h.231	m.148	lincRNA	mRNA	lncRNA	mRNA
chr20	42839670	42839671	+	chr20:42839657..42839676,+	div_lnc	ENSG00000223891.1	True	True	chr2	163245557	163245558	+	chr2:163245503..163245566,+	antisense	ENSMUSG00000099632.1	0.33	5.21	0.428889	5.7925	False	human	mouse	human__divergent:mouse__antisense	h.232	m.149	div. lncRNA	other lncRNA	lncRNA	lncRNA
chr20	42839741	42839742	+	chr20:42839727..42839752,+	div_lnc	ENSG00000223891.1	True	True	chr2	163245557	163245558	+	chr2:163245503..163245566,+	antisense	ENSMUSG00000099632.1	3.81	5.21	2.7888900000000003	5.7925	False	human	mouse	human__divergent:mouse__antisense	h.233	m.149	div. lncRNA	other lncRNA	lncRNA	lncRNA
chr20	43024301	43024302	-	chr20:43024295..43024308,-	antisense	ENSG00000229005.2	True	True	chr2	163367456	163367457	-	chr2:163367451..163367464,-	antisense	ENSMUSG00000046840.16	0.78	2.18	0.028888900000000002	0.0	False	human	mouse	human__antisense:mouse__antisense	h.234	m.150	other lncRNA	other lncRNA	lncRNA	lncRNA
